Name,Run,Session,Trial,AngleValue,Rt1,Resp1,Acc,DurIntFeed,PreviousTrialR,PreviousTrialCoh
1,1,1,1,-0.8,0.444816,1,1.0,0.1,0.0,-100.0
1,1,1,2,-0.8,0.440646,1,1.0,0.1,1.0,-0.8
1,1,1,3,0.2,0.38947,1,-1.0,0.1,1.0,-0.8
1,1,1,4,-0.2,0.428172,1,1.0,1.1,-1.0,0.2
1,1,1,5,-0.2,0.67398,0,-1.0,0.1,1.0,-0.2
1,1,1,6,0.2,0.452992,1,-1.0,0.1,-1.0,-0.2
1,1,1,7,0.8,0.48915,0,1.0,1.1,-1.0,0.2
1,1,1,8,0.2,0.523934,1,-1.0,0.1,1.0,0.8
1,1,1,9,0.2,0.56511,0,1.0,0.1,-1.0,0.2
1,1,1,10,0.2,0.724575,1,-1.0,0.1,1.0,0.2
1,1,1,11,-0.2,0.654016,1,1.0,0.1,-1.0,0.2
1,1,1,12,-1.6,0.506056,1,1.0,1.1,1.0,-0.2
1,1,1,13,0.2,0.452189,1,-1.0,0.1,1.0,-1.6
1,1,1,14,1.6,0.416227,0,1.0,0.1,-1.0,0.2
1,1,1,15,-0.2,0.533594,1,1.0,0.1,1.0,1.6
1,1,1,16,1.6,0.422185,0,1.0,0.1,1.0,-0.2
1,1,1,17,-0.2,0.555651,1,1.0,0.1,1.0,1.6
1,1,1,18,0.8,0.411669,0,1.0,1.1,1.0,-0.2
1,1,1,19,-0.2,0.513759,1,1.0,0.1,1.0,0.8
1,1,1,20,-0.2,0.523958,1,1.0,0.1,1.0,-0.2
1,1,1,21,-0.8,0.461082,1,1.0,1.1,1.0,-0.2
1,1,1,22,-1.6,0.417274,1,1.0,0.1,1.0,-0.8
1,1,1,23,-0.8,0.518743,1,1.0,0.1,1.0,-1.6
1,1,1,24,0.8,0.464256,0,1.0,0.1,1.0,-0.8
1,1,1,25,0.8,0.523985,1,-1.0,0.1,1.0,0.8
1,1,1,26,0.2,0.445542,0,1.0,0.1,-1.0,0.8
1,1,1,27,-1.6,0.53818,1,1.0,0.1,1.0,0.2
1,1,1,28,0.8,0.451041,0,1.0,0.1,1.0,-1.6
1,1,1,29,1.6,0.559065,0,1.0,0.1,1.0,0.8
1,1,1,30,0.8,0.583251,0,1.0,0.1,1.0,1.6
1,1,1,31,-1.6,0.501837,1,1.0,1.1,1.0,0.8
1,1,1,32,-0.2,0.695877,1,1.0,0.1,1.0,-1.6
1,1,1,33,0.2,0.506679,1,-1.0,0.1,1.0,-0.2
1,1,1,34,0.8,0.388829,0,1.0,1.1,-1.0,0.2
1,1,1,35,-0.8,0.379676,1,1.0,0.1,1.0,0.8
1,1,1,36,-0.8,0.394838,1,1.0,0.1,1.0,-0.8
1,1,1,37,0.2,0.46554,0,1.0,0.1,1.0,-0.8
1,1,1,38,-0.2,0.412897,1,1.0,0.1,1.0,0.2
1,1,1,39,0.2,0.419267,0,1.0,0.1,1.0,-0.2
1,1,1,40,-0.8,0.360408,1,1.0,0.1,1.0,0.2
1,1,1,41,-0.8,0.336459,0,-1.0,0.1,1.0,-0.8
1,1,1,42,0.8,0.361164,0,1.0,0.1,-1.0,-0.8
1,1,1,43,0.8,0.449561,0,1.0,0.1,1.0,0.8
1,1,1,44,1.6,0.63749,0,1.0,0.1,1.0,0.8
1,1,1,45,-1.6,0.378061,1,1.0,0.1,1.0,1.6
1,1,1,46,-0.8,0.497546,0,-1.0,0.1,1.0,-1.6
1,1,1,47,-1.6,0.356219,1,1.0,1.1,-1.0,-0.8
1,1,1,48,-0.2,0.532306,0,-1.0,0.1,1.0,-1.6
1,1,1,49,-0.8,0.396866,1,1.0,0.1,-1.0,-0.2
1,1,1,50,0.8,0.395734,0,1.0,0.1,1.0,-0.8
1,1,1,51,-1.6,0.418286,1,1.0,0.1,1.0,0.8
1,1,1,52,-1.6,0.479692,1,1.0,0.1,1.0,-1.6
1,1,1,53,0.2,0.403365,0,1.0,0.1,1.0,-1.6
1,1,1,54,0.8,0.425297,0,1.0,0.1,1.0,0.2
1,1,1,55,-0.8,0.382557,1,1.0,1.1,1.0,0.8
1,1,1,56,-0.8,0.437412,1,1.0,0.1,1.0,-0.8
1,1,1,57,-0.8,0.538163,1,1.0,0.1,1.0,-0.8
1,1,1,58,-0.8,0.570911,0,-1.0,0.1,1.0,-0.8
1,1,1,59,-0.2,0.490487,0,-1.0,0.1,-1.0,-0.8
1,1,1,60,1.6,0.580967,0,1.0,0.1,-1.0,-0.2
1,1,1,61,0.2,0.508368,0,1.0,1.1,1.0,1.6
1,1,1,62,-1.6,0.414485,1,1.0,0.1,1.0,0.2
1,1,1,63,-0.2,0.572481,0,-1.0,0.1,1.0,-1.6
1,1,1,64,-1.6,0.57173,1,1.0,1.1,-1.0,-0.2
1,1,1,65,-0.2,0.467464,0,-1.0,0.1,1.0,-1.6
1,1,1,66,-0.2,0.366712,1,1.0,0.1,-1.0,-0.2
1,1,1,67,1.6,0.414066,0,1.0,0.1,1.0,-0.2
1,1,1,68,0.8,0.419947,1,-1.0,0.1,1.0,1.6
1,1,1,69,-0.2,0.449539,0,-1.0,0.1,-1.0,0.8
1,1,1,70,0.8,0.389537,1,-1.0,0.1,-1.0,-0.2
1,1,1,71,-0.8,0.492175,1,1.0,0.1,-1.0,0.8
1,1,1,72,-0.2,0.534964,1,1.0,0.1,1.0,-0.8
1,1,1,73,1.6,0.439813,0,1.0,0.1,1.0,-0.2
1,1,1,74,1.6,0.460256,1,-1.0,1.1,1.0,1.6
1,1,1,75,0.2,0.456557,1,-1.0,0.1,-1.0,1.6
1,1,1,76,0.2,0.460725,0,1.0,0.1,-1.0,0.2
1,1,1,77,-0.2,0.616726,1,1.0,0.1,1.0,0.2
1,1,1,78,1.6,0.430083,0,1.0,1.1,1.0,-0.2
1,1,1,79,-1.6,0.395416,1,1.0,0.1,1.0,1.6
1,1,1,80,0.8,0.458058,0,1.0,0.1,1.0,-1.6
1,1,1,81,0.2,0.438058,1,-1.0,0.1,1.0,0.8
1,1,1,82,0.8,0.435057,0,1.0,0.1,-1.0,0.2
1,1,1,83,-0.2,0.487689,1,1.0,0.1,1.0,0.8
1,1,1,84,0.8,0.434355,0,1.0,1.1,1.0,-0.2
1,1,1,85,0.8,0.463516,0,1.0,1.1,1.0,0.8
1,1,1,86,-0.8,0.419183,1,1.0,0.1,1.0,0.8
1,1,1,87,0.2,0.392839,0,1.0,1.1,1.0,-0.8
1,1,1,88,1.6,0.503524,0,1.0,1.1,1.0,0.2
1,1,1,89,-0.2,0.417457,1,1.0,0.1,1.0,1.6
1,1,1,90,-0.8,0.422807,0,-1.0,1.1,1.0,-0.2
1,1,1,91,0.2,0.404307,0,1.0,0.1,-1.0,-0.8
1,1,1,92,-0.2,0.562248,1,1.0,0.1,1.0,0.2
1,1,1,93,0.8,0.642402,0,1.0,1.1,1.0,-0.2
1,1,1,94,-0.2,0.423258,0,-1.0,0.1,1.0,0.8
1,1,1,95,-0.2,0.604509,0,-1.0,0.1,-1.0,-0.2
1,1,1,96,0.2,0.458666,0,1.0,0.1,-1.0,-0.2
1,1,1,97,1.6,0.462821,0,1.0,1.1,1.0,0.2
1,1,1,98,-0.8,0.51472,1,1.0,0.1,1.0,1.6
1,1,1,99,0.8,0.460824,0,1.0,0.1,1.0,-0.8
1,1,1,100,0.8,0.440764,0,1.0,1.1,1.0,0.8
1,1,1,101,1.6,0.437941,0,1.0,0.1,1.0,0.8
1,1,1,102,-1.6,0.418439,1,1.0,0.1,1.0,1.6
1,1,1,103,-0.2,0.45576,0,-1.0,0.1,1.0,-1.6
1,1,1,104,0.2,0.459744,1,-1.0,0.1,-1.0,-0.2
1,1,1,105,-0.8,0.455766,1,1.0,0.1,-1.0,0.2
1,1,1,106,-0.8,0.52386,0,-1.0,0.1,1.0,-0.8
1,1,1,107,0.2,0.565311,1,-1.0,0.1,-1.0,-0.8
1,1,1,109,0.2,0.589481,0,1.0,1.1,0.0,0.2
1,1,1,110,0.2,0.532163,1,-1.0,0.1,1.0,0.2
1,2,1,1,-1.6,0.617948,1,1.0,0.1,0.0,-100.0
1,2,1,2,-0.8,0.879348,1,1.0,0.1,1.0,-1.6
1,2,1,4,1.6,0.43718,0,1.0,0.1,0.0,1.6
1,2,1,5,-1.6,0.385683,1,1.0,0.1,1.0,1.6
1,2,1,6,-0.2,0.384286,0,-1.0,0.1,1.0,-1.6
1,2,1,7,0.8,0.471025,0,1.0,0.1,-1.0,-0.2
1,2,1,8,-0.8,0.378179,1,1.0,0.1,1.0,0.8
1,2,1,9,0.8,0.345764,0,1.0,0.1,1.0,-0.8
1,2,1,10,0.8,0.314408,1,-1.0,1.1,1.0,0.8
1,2,1,11,0.2,0.332609,0,1.0,0.1,-1.0,0.8
1,2,1,12,-1.6,0.405352,1,1.0,0.1,1.0,0.2
1,2,1,13,-0.2,0.299333,0,-1.0,0.1,1.0,-1.6
1,2,1,14,0.8,0.253423,1,-1.0,1.1,-1.0,-0.2
1,2,1,15,0.2,0.305443,0,1.0,1.1,-1.0,0.8
1,2,1,16,-0.2,0.379556,0,-1.0,0.1,1.0,0.2
1,2,1,17,0.2,0.234826,1,-1.0,0.1,-1.0,-0.2
1,2,1,18,-0.8,0.415554,1,1.0,0.1,-1.0,0.2
1,2,1,19,0.2,0.245058,0,1.0,0.1,1.0,-0.8
1,2,1,20,1.6,0.177754,1,-1.0,0.1,1.0,0.2
1,2,1,21,0.8,0.145071,0,1.0,0.1,-1.0,1.6
1,2,1,22,-0.8,0.241932,1,1.0,0.1,1.0,0.8
1,2,1,23,0.2,0.190772,0,1.0,1.1,1.0,-0.8
1,2,1,24,-0.2,0.301405,0,-1.0,0.1,1.0,0.2
1,2,1,25,1.6,0.255055,1,-1.0,0.1,-1.0,-0.2
1,2,1,26,-1.6,0.219643,0,-1.0,1.1,-1.0,1.6
1,2,1,27,-0.8,0.520875,0,-1.0,0.1,-1.0,-1.6
1,2,1,28,0.8,0.314386,0,1.0,0.1,-1.0,-0.8
1,2,1,29,-1.6,0.276412,0,-1.0,0.1,1.0,0.8
1,2,1,30,-0.2,0.287514,1,1.0,0.1,-1.0,-1.6
1,2,1,31,0.8,0.346341,0,1.0,0.1,1.0,-0.2
1,2,1,32,0.2,0.171088,0,1.0,1.1,1.0,0.8
1,2,1,33,-0.8,0.274509,0,-1.0,1.1,1.0,0.2
1,2,1,34,-0.2,0.389965,0,-1.0,0.1,-1.0,-0.8
1,2,1,35,-0.2,0.396684,0,-1.0,0.1,-1.0,-0.2
1,2,1,36,-0.2,0.211475,0,-1.0,0.1,-1.0,-0.2
1,2,1,37,0.2,0.265408,0,1.0,0.1,-1.0,-0.2
1,2,1,38,-0.8,0.277606,0,-1.0,0.1,1.0,0.2
1,2,1,39,0.8,0.312658,0,1.0,0.1,-1.0,-0.8
1,2,1,40,0.2,0.42659,1,-1.0,0.1,1.0,0.8
1,2,1,41,-0.8,0.120302,0,-1.0,1.1,-1.0,0.2
1,2,1,42,0.2,0.465654,1,-1.0,0.1,-1.0,-0.8
1,2,1,43,1.6,0.204908,0,1.0,0.1,-1.0,0.2
1,2,1,44,0.8,0.355211,1,-1.0,0.1,1.0,1.6
1,2,1,46,-0.2,0.392603,1,1.0,0.1,0.0,0.2
1,2,1,47,-0.8,0.231494,0,-1.0,1.1,1.0,-0.2
1,2,1,48,0.2,0.396697,0,1.0,0.1,-1.0,-0.8
1,2,1,49,-0.8,0.411585,1,1.0,0.1,1.0,0.2
1,2,1,50,-0.2,0.185653,0,-1.0,0.1,1.0,-0.8
1,2,1,51,1.6,0.248354,1,-1.0,0.1,-1.0,-0.2
1,2,1,52,0.8,0.229027,0,1.0,1.1,-1.0,1.6
1,2,1,53,0.8,0.53046,1,-1.0,1.1,1.0,0.8
1,2,1,54,1.6,1.51583,0,1.0,1.1,-1.0,0.8
1,2,1,55,-0.8,0.333364,1,1.0,0.1,1.0,1.6
1,2,1,56,-0.2,0.269984,0,-1.0,0.1,1.0,-0.8
1,2,1,57,0.2,0.177403,1,-1.0,0.1,-1.0,-0.2
1,2,1,58,1.6,0.384802,0,1.0,1.1,-1.0,0.2
1,2,1,59,0.2,0.319493,1,-1.0,1.1,1.0,1.6
1,2,1,60,-0.2,0.313018,0,-1.0,0.1,-1.0,0.2
1,2,1,61,0.2,0.546993,1,-1.0,0.1,-1.0,-0.2
1,2,1,62,0.8,0.267703,0,1.0,0.1,-1.0,0.2
1,2,1,63,0.2,0.215123,1,-1.0,1.1,1.0,0.8
1,2,1,64,-1.6,0.636484,1,1.0,0.1,-1.0,0.2
1,2,1,65,1.6,0.369414,0,1.0,0.1,1.0,-1.6
1,2,1,66,-1.6,0.384498,1,1.0,1.1,1.0,1.6
1,2,1,67,-0.2,0.3275,0,-1.0,0.1,1.0,-1.6
1,2,1,68,-0.8,0.529059,0,-1.0,0.1,-1.0,-0.2
1,2,1,69,-0.2,0.3461,1,1.0,0.1,-1.0,-0.8
1,2,1,70,0.8,0.330965,0,1.0,0.1,1.0,-0.2
1,2,1,71,-0.8,0.364221,1,1.0,0.1,1.0,0.8
1,2,1,72,0.8,0.332466,0,1.0,0.1,1.0,-0.8
1,2,1,73,0.2,0.349055,1,-1.0,0.1,1.0,0.8
1,2,1,74,-0.2,0.293225,0,-1.0,0.1,-1.0,0.2
1,2,1,75,-0.8,0.367833,1,1.0,0.1,-1.0,-0.2
1,2,1,76,-0.8,0.29519,0,-1.0,0.1,1.0,-0.8
1,2,1,77,0.8,0.417735,1,-1.0,0.1,-1.0,-0.8
1,2,1,78,-1.6,0.367412,0,-1.0,0.1,-1.0,0.8
1,2,1,79,0.2,0.446689,1,-1.0,0.1,-1.0,-1.6
1,2,1,80,0.2,0.555424,0,1.0,1.1,-1.0,0.2
1,2,1,81,0.2,0.443514,1,-1.0,0.1,1.0,0.2
1,2,1,82,1.6,0.368219,0,1.0,0.1,-1.0,0.2
1,2,1,83,-0.2,0.399512,1,1.0,0.1,1.0,1.6
1,2,1,84,-0.8,0.293671,0,-1.0,0.1,1.0,-0.2
1,2,1,85,0.8,0.312374,1,-1.0,0.1,-1.0,-0.8
1,2,1,86,0.8,0.378529,0,1.0,0.1,-1.0,0.8
1,2,1,87,-0.2,0.313909,1,1.0,0.1,1.0,0.8
1,2,1,88,-1.6,0.291858,0,-1.0,0.1,1.0,-0.2
1,2,1,89,-0.2,0.294725,1,1.0,1.1,-1.0,-1.6
1,2,1,90,-0.8,0.537511,0,-1.0,0.1,1.0,-0.2
1,2,1,91,-0.2,0.466049,0,-1.0,0.1,-1.0,-0.8
1,2,1,92,-0.2,0.461309,1,1.0,0.1,-1.0,-0.2
1,2,1,93,-0.8,0.337512,0,-1.0,0.1,1.0,-0.2
1,2,1,94,0.2,0.354234,1,-1.0,0.1,-1.0,-0.8
1,2,1,95,-0.2,0.154276,0,-1.0,0.1,-1.0,0.2
1,2,1,96,0.8,0.40228,1,-1.0,1.1,-1.0,-0.2
1,2,1,97,-0.8,0.336387,0,-1.0,0.1,-1.0,0.8
1,2,1,98,0.2,0.545075,1,-1.0,0.1,-1.0,-0.8
1,2,1,99,-1.6,0.393939,0,-1.0,1.1,-1.0,0.2
1,2,1,100,0.8,0.552639,0,1.0,1.1,-1.0,-1.6
1,2,1,101,0.2,0.568659,1,-1.0,0.1,1.0,0.8
1,2,1,102,1.6,0.479961,0,1.0,0.1,-1.0,0.2
1,2,1,103,-1.6,0.467503,1,1.0,0.1,1.0,1.6
1,2,1,104,1.6,0.33476,0,1.0,0.1,1.0,-1.6
1,2,1,105,-0.2,0.3835,1,1.0,0.1,1.0,1.6
1,2,1,106,0.2,0.30224,0,1.0,0.1,1.0,-0.2
1,2,1,107,-0.2,0.296447,1,1.0,0.1,1.0,0.2
1,2,1,108,-1.6,0.299162,0,-1.0,0.1,1.0,-0.2
1,2,1,109,0.8,0.469244,0,1.0,0.1,-1.0,-1.6
1,2,1,110,-0.8,0.424608,1,1.0,0.1,1.0,0.8
1,2,2,1,0.8,0.408741,0,1.0,0.1,0.0,-100.0
1,2,2,2,0.2,0.470943,0,1.0,1.1,1.0,0.8
1,2,2,3,0.8,0.410436,0,1.0,0.1,1.0,0.2
1,2,2,4,-0.8,0.768339,1,1.0,1.1,1.0,0.8
1,2,2,5,-0.2,0.439867,0,-1.0,0.1,1.0,-0.8
1,2,2,6,0.2,0.484625,0,1.0,0.1,-1.0,-0.2
1,2,2,7,1.6,0.415303,0,1.0,0.1,1.0,0.2
1,2,2,8,0.8,0.47744,0,1.0,0.1,1.0,1.6
1,2,2,9,1.6,0.416604,0,1.0,0.1,1.0,0.8
1,2,2,10,0.2,0.686012,1,-1.0,1.1,1.0,1.6
1,2,2,11,0.2,0.71276,0,1.0,0.1,-1.0,0.2
1,2,2,12,0.8,0.411156,0,1.0,1.1,1.0,0.2
1,2,2,13,-1.6,0.489165,1,1.0,0.1,1.0,0.8
1,2,2,14,0.8,0.516031,0,1.0,0.1,1.0,-1.6
1,2,2,15,-0.2,0.517165,1,1.0,0.1,1.0,0.8
1,2,2,16,-1.6,0.446473,1,1.0,0.1,1.0,-0.2
1,2,2,17,0.2,0.427375,0,1.0,0.1,1.0,-1.6
1,2,2,18,-0.8,0.432615,1,1.0,0.1,1.0,0.2
1,2,2,19,-1.6,0.453414,0,-1.0,0.1,1.0,-0.8
1,2,2,20,0.2,0.481455,0,1.0,0.1,-1.0,-1.6
1,2,2,21,-0.8,0.436774,1,1.0,0.1,1.0,0.2
1,2,2,22,-0.2,0.39351,0,-1.0,1.1,1.0,-0.8
1,2,2,23,-0.2,0.584206,0,-1.0,0.1,-1.0,-0.2
1,2,2,24,-0.2,0.511026,0,-1.0,0.1,-1.0,-0.2
1,2,2,25,-0.2,0.561205,0,-1.0,0.1,-1.0,-0.2
1,2,2,26,0.2,0.585211,0,1.0,0.1,-1.0,-0.2
1,2,2,27,-0.8,0.591767,1,1.0,0.1,1.0,0.2
1,2,2,28,-0.8,0.478578,0,-1.0,0.1,1.0,-0.8
1,2,2,29,-1.6,0.434698,1,1.0,0.1,-1.0,-0.8
1,2,2,30,-0.2,0.431455,0,-1.0,0.1,1.0,-1.6
1,2,2,31,0.8,0.500814,0,1.0,1.1,-1.0,-0.2
1,2,2,32,-0.8,0.446862,1,1.0,0.1,1.0,0.8
1,2,2,33,0.2,0.443744,0,1.0,0.1,1.0,-0.8
1,2,2,34,0.2,0.51231,1,-1.0,0.1,1.0,0.2
1,2,2,35,0.8,0.450479,0,1.0,0.1,-1.0,0.2
1,2,2,36,0.8,0.52643,0,1.0,1.1,1.0,0.8
1,2,2,37,-0.8,0.503786,1,1.0,0.1,1.0,0.8
1,2,2,38,-0.8,0.473924,0,-1.0,1.1,1.0,-0.8
1,2,2,39,-0.2,0.56537,0,-1.0,0.1,-1.0,-0.8
1,2,2,40,-0.2,0.605254,1,1.0,0.1,-1.0,-0.2
1,2,2,41,0.8,0.65963,0,1.0,0.1,1.0,-0.2
1,2,2,42,0.8,0.679514,0,1.0,0.1,1.0,0.8
1,2,2,43,0.2,0.635057,0,1.0,0.1,1.0,0.8
1,2,2,44,-0.8,0.511928,1,1.0,0.1,1.0,0.2
1,2,2,45,0.2,0.561724,0,1.0,0.1,1.0,-0.8
1,2,2,46,-0.8,0.673739,1,1.0,1.1,1.0,0.2
1,2,2,47,-0.2,0.445155,0,-1.0,0.1,1.0,-0.8
1,2,2,48,-0.2,0.585974,1,1.0,0.1,-1.0,-0.2
1,2,2,49,0.2,0.536694,0,1.0,0.1,1.0,-0.2
1,2,2,50,1.6,0.497205,0,1.0,0.1,1.0,0.2
1,2,2,51,0.8,0.532026,0,1.0,0.1,1.0,1.6
1,2,2,52,1.6,0.516757,0,1.0,0.1,1.0,0.8
1,2,2,53,-0.8,0.566395,0,-1.0,0.1,1.0,1.6
1,2,2,54,0.2,0.493456,0,1.0,0.1,-1.0,-0.8
1,2,2,55,-1.6,0.440595,1,1.0,0.1,1.0,0.2
1,2,2,56,0.8,0.445352,0,1.0,0.1,1.0,-1.6
1,2,2,57,0.2,0.537867,0,1.0,1.1,1.0,0.8
1,2,2,58,0.8,0.490508,0,1.0,1.1,1.0,0.2
1,2,2,59,1.6,0.493419,0,1.0,0.1,1.0,0.8
1,2,2,60,1.6,0.455978,0,1.0,1.1,1.0,1.6
1,2,2,61,-0.2,0.564233,0,-1.0,0.1,1.0,1.6
1,2,2,62,-1.6,0.54802,1,1.0,0.1,-1.0,-0.2
1,2,2,63,0.2,0.588877,0,1.0,1.1,1.0,-1.6
1,2,2,64,-0.8,0.491719,1,1.0,0.1,1.0,0.2
1,2,2,65,-0.8,0.582346,1,1.0,0.1,1.0,-0.8
1,2,2,66,-0.2,0.589769,0,-1.0,0.1,1.0,-0.8
1,2,2,67,-1.6,0.428486,1,1.0,0.1,-1.0,-0.2
1,2,2,68,0.8,0.5381,0,1.0,1.1,1.0,-1.6
1,2,2,69,0.8,0.522562,0,1.0,0.1,1.0,0.8
1,2,2,70,0.2,0.659976,1,-1.0,1.1,1.0,0.8
1,2,2,71,-0.2,0.512079,0,-1.0,0.1,-1.0,0.2
1,2,2,72,0.8,0.498394,0,1.0,0.1,-1.0,-0.2
1,2,2,73,0.2,0.644798,1,-1.0,0.1,1.0,0.8
1,2,2,74,1.6,0.433761,0,1.0,1.1,-1.0,0.2
1,2,2,75,1.6,0.462353,0,1.0,0.1,1.0,1.6
1,2,2,76,-0.2,0.570476,1,1.0,0.1,1.0,1.6
1,2,2,77,0.2,0.521862,0,1.0,0.1,1.0,-0.2
1,2,2,78,-0.2,0.763063,1,1.0,0.1,1.0,0.2
1,2,2,79,0.2,0.475452,0,1.0,0.1,1.0,-0.2
1,2,2,80,0.8,0.48671,0,1.0,0.1,1.0,0.2
1,2,2,81,0.2,0.473426,0,1.0,0.1,1.0,0.8
1,2,2,82,-1.6,0.508745,1,1.0,0.1,1.0,0.2
1,2,2,83,0.8,0.494798,0,1.0,1.1,1.0,-1.6
1,2,2,84,-1.6,0.489694,1,1.0,0.1,1.0,0.8
1,2,2,85,-0.2,0.740265,1,1.0,0.1,1.0,-1.6
1,2,2,86,0.2,0.692948,0,1.0,0.1,1.0,-0.2
1,2,2,87,0.8,0.479959,0,1.0,0.1,1.0,0.2
1,2,2,88,-0.2,0.555126,1,1.0,0.1,1.0,0.8
1,2,2,89,0.2,0.47518,0,1.0,0.1,1.0,-0.2
1,2,2,90,1.6,0.45434,0,1.0,0.1,1.0,0.2
1,2,2,91,-0.8,0.490433,1,1.0,1.1,1.0,1.6
1,2,2,92,-1.6,0.605274,1,1.0,1.1,1.0,-0.8
1,2,2,93,-0.8,0.403602,0,-1.0,1.1,1.0,-1.6
1,2,2,94,-0.2,0.425641,0,-1.0,1.1,-1.0,-0.8
1,2,2,96,1.6,0.449767,0,1.0,0.1,0.0,-0.8
1,2,2,97,-1.6,0.485742,1,1.0,0.1,1.0,1.6
1,2,2,98,0.2,0.472513,0,1.0,0.1,1.0,-1.6
1,2,2,99,-0.8,0.443843,0,-1.0,0.1,1.0,0.2
1,2,2,100,0.8,0.424642,0,1.0,0.1,-1.0,-0.8
1,2,2,101,-0.8,0.613758,1,1.0,0.1,1.0,0.8
1,2,2,102,-0.2,0.492147,0,-1.0,0.1,1.0,-0.8
1,2,2,103,1.6,0.494769,0,1.0,0.1,-1.0,-0.2
1,2,2,104,-0.2,0.569617,1,1.0,0.1,1.0,1.6
1,2,2,105,-1.6,0.512956,1,1.0,0.1,1.0,-0.2
1,2,2,106,-0.8,0.683058,0,-1.0,1.1,1.0,-1.6
1,2,2,107,-0.2,0.565804,0,-1.0,0.1,-1.0,-0.8
1,2,2,108,-0.2,0.509304,0,-1.0,0.1,-1.0,-0.2
1,2,2,109,-0.8,0.567117,1,1.0,0.1,-1.0,-0.2
1,2,2,110,1.6,0.454642,0,1.0,0.1,1.0,-0.8
1,3,2,1,0.2,0.524518,0,1.0,0.1,0.0,-100.0
1,3,2,2,0.2,0.421936,0,1.0,0.1,1.0,0.2
1,3,2,3,1.6,0.362345,0,1.0,0.1,1.0,0.2
1,3,2,4,0.8,0.554421,0,1.0,1.1,1.0,1.6
1,3,2,5,-0.8,0.490678,1,1.0,0.1,1.0,0.8
1,3,2,6,-0.8,0.525257,0,-1.0,0.1,1.0,-0.8
1,3,2,7,-0.8,0.558613,1,1.0,0.1,-1.0,-0.8
1,3,2,8,0.8,0.543269,0,1.0,0.1,1.0,-0.8
1,3,2,9,-0.8,0.4953,1,1.0,0.1,1.0,0.8
1,3,2,10,1.6,0.418093,0,1.0,0.1,1.0,-0.8
1,3,2,11,0.8,0.520607,0,1.0,1.1,1.0,1.6
1,3,2,12,-0.8,0.56898,0,-1.0,1.1,1.0,0.8
1,3,2,13,0.8,0.425257,0,1.0,0.1,-1.0,-0.8
1,3,2,14,0.8,0.421818,0,1.0,1.1,1.0,0.8
1,3,2,15,1.6,0.403181,0,1.0,0.1,1.0,0.8
1,3,2,16,0.2,0.385312,0,1.0,0.1,1.0,1.6
1,3,2,17,0.2,0.368134,0,1.0,0.1,1.0,0.2
1,3,2,18,-0.8,0.319397,0,-1.0,0.1,1.0,0.2
1,3,2,19,-0.2,0.489675,0,-1.0,0.1,-1.0,-0.8
1,3,2,20,0.2,0.515466,0,1.0,0.1,-1.0,-0.2
1,3,2,21,-1.6,0.509485,0,-1.0,0.1,1.0,0.2
1,3,2,22,-0.2,0.535507,0,-1.0,0.1,-1.0,-1.6
1,3,2,23,-0.2,0.433144,0,-1.0,0.1,-1.0,-0.2
1,3,2,24,-0.8,0.565299,1,1.0,0.1,-1.0,-0.2
1,3,2,25,0.2,0.501042,0,1.0,0.1,1.0,-0.8
1,3,2,26,-1.6,0.45511,1,1.0,0.1,1.0,0.2
1,3,2,27,-0.8,0.435837,0,-1.0,1.1,1.0,-1.6
1,3,2,28,-0.2,0.655824,0,-1.0,0.1,-1.0,-0.8
1,3,2,29,-0.2,0.492755,0,-1.0,0.1,-1.0,-0.2
1,3,2,30,0.2,0.4788,0,1.0,0.1,-1.0,-0.2
1,3,2,31,-0.2,0.386996,1,1.0,1.1,1.0,0.2
1,3,2,32,-1.6,0.432757,1,1.0,0.1,1.0,-0.2
1,3,2,33,0.8,0.462554,0,1.0,1.1,1.0,-1.6
1,3,2,34,0.2,0.521629,0,1.0,0.1,1.0,0.8
1,3,2,35,0.2,0.579204,0,1.0,1.1,1.0,0.2
1,3,2,36,0.2,0.434488,0,1.0,0.1,1.0,0.2
1,3,2,37,0.8,0.543071,0,1.0,0.1,1.0,0.2
1,3,2,38,0.8,0.448498,0,1.0,1.1,1.0,0.8
1,3,2,39,-0.2,0.501458,0,-1.0,0.1,1.0,0.8
1,3,2,40,-1.6,0.479797,1,1.0,0.1,-1.0,-0.2
1,3,2,41,-0.2,0.443162,0,-1.0,0.1,1.0,-1.6
1,3,2,42,0.8,0.439919,0,1.0,0.1,-1.0,-0.2
1,3,2,43,-0.8,0.468294,1,1.0,0.1,1.0,0.8
1,3,2,44,-0.2,0.399115,0,-1.0,0.1,1.0,-0.8
1,3,2,45,1.6,0.502215,0,1.0,0.1,-1.0,-0.2
1,3,2,46,0.8,0.711068,1,-1.0,0.1,1.0,1.6
1,3,2,47,-0.8,0.385287,0,-1.0,0.1,-1.0,0.8
1,3,2,48,1.6,0.495961,0,1.0,0.1,-1.0,-0.8
1,3,2,49,-1.6,0.506624,1,1.0,0.1,1.0,1.6
1,3,2,50,-0.2,0.460519,0,-1.0,0.1,1.0,-1.6
1,3,2,51,-0.2,0.593572,1,1.0,0.1,-1.0,-0.2
1,3,2,52,-0.2,0.608066,0,-1.0,1.1,1.0,-0.2
1,3,2,53,-1.6,0.462203,1,1.0,1.1,-1.0,-0.2
1,3,2,54,-0.2,0.561556,0,-1.0,0.1,1.0,-1.6
