Acc,Name,Pconf,Distri,RTs
-1.0,4.0,5.0,8.15,260.0
1.0,4.0,7.0,30.01,156.0
1.0,4.0,7.0,2.35,190.0
1.0,4.0,6.0,8.15,312.0
1.0,4.0,6.0,2.35,252.0
-1.0,4.0,5.0,-2.35,290.0
1.0,4.0,6.0,2.35,218.0
1.0,4.0,5.0,-8.15,352.0
1.0,4.0,7.0,2.35,218.0
1.0,4.0,7.0,-30.01,244.0
1.0,4.0,7.0,-8.15,252.0
1.0,4.0,6.0,-30.01,142.0
1.0,4.0,7.0,-30.01,200.0
-1.0,4.0,7.0,8.15,412.0
-1.0,4.0,6.0,2.35,282.0
-1.0,4.0,6.0,-2.35,308.0
1.0,4.0,6.0,30.01,84.0
1.0,4.0,7.0,-30.01,206.0
1.0,4.0,7.0,-2.35,406.0
1.0,4.0,6.0,-2.35,182.0
1.0,4.0,5.0,8.15,242.0
1.0,4.0,9.0,8.15,334.0
1.0,4.0,6.0,-8.15,214.0
-1.0,4.0,5.0,-2.35,280.0
-1.0,4.0,6.0,-2.35,182.0
1.0,4.0,3.0,2.35,444.0
1.0,4.0,7.0,2.35,326.0
-1.0,4.0,6.0,8.15,232.0
1.0,4.0,3.0,-8.15,332.0
-1.0,4.0,5.0,2.35,210.0
1.0,4.0,5.0,2.35,202.0
1.0,4.0,7.0,-8.15,240.0
1.0,4.0,7.0,-30.01,122.0
-1.0,4.0,5.0,-2.35,386.0
1.0,4.0,8.0,30.01,198.0
-1.0,4.0,6.0,-2.35,244.0
-1.0,4.0,5.0,2.35,360.0
1.0,4.0,7.0,-8.15,184.0
-1.0,4.0,5.0,8.15,280.0
1.0,4.0,7.0,-8.15,264.0
1.0,4.0,8.0,-2.35,310.0
1.0,4.0,5.0,2.35,192.0
1.0,4.0,8.0,30.01,184.0
1.0,4.0,5.0,2.35,298.0
1.0,4.0,6.0,-8.15,292.0
1.0,4.0,5.0,-8.15,170.0
1.0,4.0,8.0,-8.15,210.0
1.0,4.0,5.0,8.15,226.0
1.0,4.0,6.0,-8.15,158.0
-1.0,4.0,6.0,8.15,180.0
1.0,4.0,6.0,-8.15,184.0
1.0,4.0,6.0,30.01,152.0
-1.0,4.0,6.0,-2.35,280.0
1.0,4.0,6.0,-8.15,246.0
1.0,4.0,9.0,-8.15,268.0
-1.0,4.0,5.0,2.35,276.0
1.0,4.0,5.0,-2.35,350.0
1.0,4.0,7.0,-2.35,314.0
-1.0,4.0,4.0,8.15,384.0
-1.0,4.0,8.0,2.35,348.0
1.0,4.0,4.0,2.35,346.0
1.0,4.0,7.0,30.01,154.0
-1.0,4.0,7.0,-2.35,270.0
1.0,4.0,4.0,8.15,212.0
1.0,4.0,5.0,8.15,230.0
-1.0,4.0,7.0,-2.35,332.0
1.0,4.0,5.0,2.35,258.0
1.0,4.0,7.0,-30.01,186.0
1.0,4.0,9.0,-30.01,158.0
1.0,4.0,8.0,-2.35,280.0
1.0,4.0,6.0,8.15,242.0
1.0,4.0,6.0,30.01,178.0
1.0,4.0,6.0,-30.01,182.0
1.0,4.0,5.0,2.35,312.0
-1.0,4.0,8.0,-2.35,220.0
1.0,4.0,6.0,-30.01,194.0
1.0,4.0,5.0,-2.35,248.0
1.0,4.0,6.0,-8.15,298.0
1.0,4.0,6.0,8.15,228.0
-1.0,4.0,5.0,-2.35,184.0
-1.0,4.0,8.0,-2.35,322.0
-1.0,4.0,6.0,-8.15,282.0
-1.0,4.0,6.0,2.35,268.0
1.0,4.0,6.0,-8.15,252.0
-1.0,4.0,5.0,2.35,322.0
1.0,4.0,6.0,2.35,320.0
1.0,4.0,7.0,8.15,292.0
-1.0,4.0,8.0,-2.35,354.0
1.0,4.0,6.0,-30.01,224.0
1.0,4.0,6.0,-8.15,200.0
1.0,4.0,2.0,-8.15,202.0
1.0,4.0,7.0,8.15,130.0
-1.0,4.0,4.0,2.35,256.0
-1.0,4.0,3.0,-2.35,294.0
1.0,4.0,7.0,-8.15,126.0
1.0,4.0,4.0,30.01,238.0
1.0,4.0,5.0,-2.35,182.0
-1.0,4.0,5.0,8.15,280.0
1.0,4.0,4.0,2.35,110.0
1.0,4.0,6.0,-2.35,400.0
1.0,4.0,7.0,8.15,336.0
1.0,4.0,6.0,8.15,298.0
-1.0,4.0,4.0,-2.35,166.0
1.0,4.0,6.0,8.15,290.0
1.0,4.0,6.0,8.15,98.0
1.0,4.0,6.0,-2.35,344.0
1.0,4.0,6.0,-2.35,314.0
-1.0,4.0,7.0,2.35,284.0
1.0,4.0,7.0,30.01,270.0
-1.0,4.0,7.0,2.35,344.0
-1.0,4.0,6.0,-2.35,338.0
1.0,4.0,6.0,8.15,196.0
1.0,4.0,6.0,30.01,180.0
1.0,4.0,4.0,2.35,318.0
-1.0,4.0,5.0,2.35,306.0
1.0,4.0,5.0,-8.15,238.0
1.0,4.0,6.0,-30.01,144.0
1.0,4.0,5.0,-8.15,214.0
1.0,4.0,6.0,-30.01,184.0
1.0,4.0,6.0,-2.35,200.0
1.0,4.0,8.0,-30.01,136.0
1.0,4.0,6.0,30.01,214.0
1.0,4.0,6.0,2.35,192.0
1.0,4.0,6.0,-30.01,164.0
1.0,4.0,6.0,-30.01,72.0
1.0,4.0,5.0,-8.15,224.0
1.0,4.0,7.0,-2.35,334.0
1.0,4.0,5.0,-8.15,174.0
1.0,4.0,7.0,-30.01,180.0
-1.0,4.0,6.0,2.35,184.0
1.0,4.0,5.0,-2.35,372.0
1.0,4.0,6.0,8.15,374.0
1.0,4.0,8.0,-2.35,264.0
1.0,4.0,7.0,-2.35,286.0
1.0,4.0,7.0,-30.01,214.0
1.0,4.0,7.0,-30.01,122.0
1.0,4.0,8.0,-30.01,160.0
1.0,4.0,6.0,2.35,310.0
-1.0,4.0,6.0,-8.15,250.0
1.0,4.0,6.0,8.15,214.0
1.0,4.0,6.0,8.15,88.0
1.0,4.0,8.0,30.01,188.0
1.0,4.0,5.0,2.35,278.0
-1.0,4.0,6.0,-8.15,214.0
1.0,4.0,5.0,-8.15,246.0
-1.0,4.0,6.0,2.35,392.0
1.0,4.0,5.0,8.15,238.0
-1.0,4.0,5.0,-2.35,234.0
-1.0,4.0,6.0,-2.35,220.0
-1.0,4.0,5.0,2.35,300.0
1.0,4.0,5.0,30.01,220.0
-1.0,4.0,5.0,-8.15,268.0
1.0,4.0,7.0,2.35,274.0
1.0,4.0,6.0,2.35,242.0
-1.0,4.0,4.0,-2.35,226.0
1.0,4.0,4.0,8.15,220.0
1.0,4.0,5.0,-2.35,398.0
1.0,4.0,6.0,-8.15,196.0
-1.0,4.0,4.0,2.35,314.0
1.0,4.0,5.0,2.35,284.0
-1.0,4.0,7.0,-2.35,392.0
1.0,4.0,8.0,8.15,240.0
1.0,4.0,7.0,30.01,182.0
1.0,4.0,6.0,30.01,136.0
1.0,4.0,6.0,-8.15,228.0
1.0,4.0,7.0,-8.15,282.0
1.0,4.0,7.0,-30.01,152.0
-1.0,4.0,4.0,-8.15,222.0
1.0,4.0,7.0,-2.35,314.0
-1.0,4.0,6.0,8.15,314.0
1.0,4.0,6.0,2.35,236.0
-1.0,4.0,2.0,-2.35,386.0
1.0,4.0,4.0,-8.15,464.0
1.0,4.0,6.0,-2.35,212.0
1.0,4.0,8.0,30.01,180.0
-1.0,4.0,5.0,-8.15,396.0
1.0,4.0,8.0,-2.35,248.0
1.0,4.0,3.0,8.15,254.0
1.0,4.0,6.0,-30.01,134.0
1.0,4.0,8.0,2.35,358.0
1.0,4.0,7.0,30.01,302.0
1.0,4.0,8.0,-8.15,292.0
1.0,4.0,7.0,-8.15,196.0
-1.0,4.0,5.0,2.35,230.0
1.0,4.0,8.0,30.01,248.0
1.0,4.0,4.0,2.35,220.0
1.0,4.0,7.0,8.15,326.0
1.0,4.0,5.0,-8.15,350.0
1.0,4.0,2.0,8.15,236.0
-1.0,4.0,4.0,-2.35,314.0
-1.0,4.0,5.0,-2.35,308.0
1.0,4.0,6.0,-8.15,198.0
-1.0,4.0,6.0,8.15,296.0
-1.0,4.0,8.0,2.35,350.0
1.0,4.0,6.0,8.15,218.0
1.0,4.0,6.0,8.15,282.0
1.0,4.0,7.0,-30.01,222.0
1.0,4.0,6.0,30.01,154.0
1.0,4.0,7.0,2.35,252.0
1.0,4.0,6.0,2.35,240.0
1.0,4.0,4.0,8.15,226.0
1.0,4.0,6.0,8.15,292.0
1.0,4.0,6.0,-2.35,300.0
1.0,4.0,5.0,-8.15,338.0
1.0,4.0,6.0,-30.01,102.0
1.0,4.0,4.0,-2.35,268.0
-1.0,4.0,7.0,2.35,294.0
-1.0,4.0,8.0,-8.15,408.0
1.0,4.0,7.0,2.35,226.0
1.0,4.0,8.0,-8.15,314.0
1.0,4.0,5.0,-8.15,254.0
-1.0,4.0,4.0,2.35,172.0
1.0,4.0,9.0,30.01,232.0
1.0,4.0,5.0,8.15,230.0
-1.0,4.0,4.0,-8.15,296.0
1.0,4.0,4.0,-2.35,272.0
1.0,4.0,6.0,30.01,224.0
-1.0,4.0,6.0,-8.15,268.0
1.0,4.0,5.0,30.01,194.0
1.0,4.0,5.0,2.35,372.0
1.0,4.0,5.0,-8.15,270.0
1.0,4.0,6.0,8.15,354.0
1.0,4.0,6.0,2.35,360.0
1.0,4.0,3.0,2.35,290.0
1.0,4.0,6.0,-8.15,332.0
1.0,4.0,5.0,-30.01,300.0
1.0,4.0,6.0,-8.15,250.0
1.0,4.0,7.0,-2.35,180.0
1.0,4.0,4.0,2.35,330.0
1.0,4.0,7.0,30.01,142.0
1.0,4.0,7.0,-8.15,304.0
1.0,4.0,7.0,8.15,204.0
1.0,4.0,5.0,30.01,126.0
-1.0,4.0,5.0,-2.35,222.0
1.0,4.0,8.0,-30.01,198.0
1.0,4.0,7.0,8.15,308.0
-1.0,4.0,4.0,-2.35,390.0
1.0,4.0,8.0,-30.01,170.0
1.0,4.0,5.0,8.15,242.0
1.0,4.0,6.0,2.35,190.0
1.0,4.0,7.0,-30.01,168.0
1.0,4.0,5.0,30.01,202.0
1.0,4.0,5.0,-30.01,212.0
1.0,4.0,7.0,-30.01,204.0
1.0,4.0,7.0,30.01,258.0
1.0,4.0,5.0,2.35,318.0
1.0,4.0,8.0,-2.35,274.0
1.0,4.0,6.0,-2.35,204.0
-1.0,4.0,5.0,8.15,362.0
1.0,4.0,6.0,-30.01,196.0
1.0,4.0,4.0,8.15,332.0
1.0,4.0,7.0,-2.35,226.0
-1.0,4.0,8.0,2.35,258.0
1.0,4.0,8.0,-2.35,186.0
1.0,4.0,7.0,-8.15,156.0
1.0,4.0,7.0,-2.35,254.0
1.0,4.0,6.0,30.01,186.0
1.0,4.0,4.0,-8.15,234.0
1.0,4.0,5.0,-2.35,292.0
-1.0,4.0,4.0,-8.15,380.0
1.0,4.0,8.0,-30.01,192.0
-1.0,4.0,4.0,2.35,254.0
-1.0,4.0,8.0,8.15,358.0
1.0,4.0,7.0,30.01,162.0
1.0,4.0,5.0,-2.35,382.0
1.0,4.0,8.0,-8.15,188.0
1.0,4.0,5.0,2.35,482.0
1.0,4.0,6.0,8.15,278.0
1.0,4.0,8.0,30.01,166.0
1.0,4.0,6.0,-30.01,162.0
1.0,4.0,3.0,-2.35,278.0
1.0,4.0,9.0,-30.01,182.0
1.0,4.0,9.0,-8.15,196.0
1.0,4.0,8.0,30.01,214.0
-1.0,4.0,8.0,-8.15,184.0
1.0,4.0,6.0,-30.01,192.0
-1.0,4.0,6.0,2.35,202.0
1.0,4.0,4.0,-8.15,140.0
1.0,4.0,8.0,-2.35,286.0
1.0,4.0,6.0,8.15,352.0
1.0,4.0,9.0,8.15,192.0
1.0,4.0,7.0,2.35,252.0
-1.0,4.0,7.0,-2.35,312.0
1.0,4.0,7.0,2.35,334.0
1.0,4.0,5.0,-8.15,336.0
-1.0,4.0,6.0,2.35,288.0
1.0,4.0,7.0,2.35,272.0
1.0,4.0,3.0,2.35,376.0
1.0,4.0,5.0,-2.35,198.0
1.0,4.0,5.0,-2.35,336.0
1.0,4.0,6.0,-8.15,220.0
1.0,4.0,7.0,8.15,198.0
1.0,4.0,5.0,-2.35,266.0
1.0,4.0,7.0,-2.35,232.0
1.0,4.0,6.0,8.15,208.0
1.0,4.0,6.0,-8.15,412.0
1.0,4.0,8.0,8.15,310.0
1.0,4.0,6.0,8.15,166.0
1.0,4.0,8.0,8.15,314.0
1.0,4.0,8.0,-2.35,322.0
1.0,4.0,5.0,-2.35,284.0
1.0,4.0,8.0,8.15,284.0
-1.0,4.0,8.0,-2.35,124.0
-1.0,4.0,2.0,2.35,440.0
1.0,4.0,7.0,2.35,186.0
1.0,4.0,7.0,30.01,124.0
1.0,4.0,8.0,2.35,266.0
1.0,4.0,5.0,8.15,266.0
1.0,4.0,4.0,8.15,278.0
1.0,4.0,6.0,2.35,232.0
1.0,4.0,6.0,30.01,174.0
-1.0,4.0,7.0,2.35,342.0
-1.0,4.0,4.0,2.35,154.0
-1.0,4.0,6.0,2.35,262.0
1.0,4.0,6.0,-2.35,288.0
1.0,4.0,8.0,-2.35,278.0
-1.0,4.0,5.0,2.35,234.0
-1.0,4.0,5.0,8.15,238.0
1.0,4.0,8.0,30.01,234.0
1.0,4.0,7.0,8.15,282.0
1.0,4.0,6.0,2.35,336.0
1.0,4.0,5.0,2.35,128.0
1.0,4.0,6.0,-8.15,258.0
1.0,4.0,8.0,-8.15,118.0
1.0,4.0,5.0,8.15,374.0
1.0,4.0,7.0,30.01,204.0
1.0,4.0,6.0,2.35,378.0
1.0,4.0,5.0,30.01,162.0
1.0,4.0,4.0,-8.15,362.0
1.0,4.0,4.0,8.15,252.0
-1.0,4.0,5.0,-2.35,208.0
1.0,4.0,4.0,-30.01,184.0
1.0,4.0,5.0,8.15,300.0
-1.0,4.0,6.0,-2.35,292.0
1.0,4.0,4.0,-8.15,140.0
1.0,4.0,8.0,30.01,162.0
-1.0,4.0,6.0,-2.35,334.0
1.0,4.0,8.0,2.35,332.0
1.0,4.0,5.0,-8.15,218.0
-1.0,4.0,4.0,2.35,218.0
-1.0,4.0,4.0,-2.35,184.0
1.0,4.0,7.0,2.35,330.0
-1.0,4.0,6.0,-2.35,388.0
1.0,4.0,5.0,-2.35,338.0
-1.0,4.0,5.0,-2.35,192.0
1.0,4.0,6.0,8.15,270.0
1.0,4.0,6.0,-8.15,324.0
1.0,4.0,7.0,30.01,222.0
1.0,4.0,7.0,30.01,118.0
-1.0,4.0,5.0,-2.35,330.0
-1.0,4.0,4.0,-8.15,184.0
1.0,4.0,4.0,-8.15,250.0
1.0,4.0,6.0,-8.15,326.0
1.0,4.0,7.0,-8.15,172.0
1.0,4.0,8.0,-2.35,284.0
1.0,4.0,5.0,8.15,312.0
1.0,4.0,4.0,2.35,418.0
1.0,4.0,7.0,-8.15,266.0
1.0,4.0,4.0,8.15,474.0
1.0,4.0,6.0,30.01,200.0
-1.0,4.0,6.0,-8.15,328.0
1.0,4.0,8.0,8.15,272.0
1.0,4.0,4.0,-8.15,390.0
-1.0,4.0,6.0,-2.35,318.0
-1.0,4.0,4.0,-2.35,398.0
1.0,4.0,6.0,2.35,378.0
-1.0,4.0,7.0,-2.35,286.0
1.0,4.0,6.0,-8.15,204.0
1.0,4.0,6.0,-30.01,128.0
1.0,4.0,7.0,-8.15,198.0
-1.0,4.0,5.0,2.35,422.0
1.0,4.0,5.0,-2.35,282.0
1.0,4.0,6.0,-2.35,200.0
1.0,4.0,4.0,2.35,300.0
1.0,4.0,6.0,-30.01,166.0
1.0,4.0,7.0,30.01,180.0
1.0,4.0,7.0,8.15,270.0
1.0,4.0,6.0,-30.01,180.0
1.0,4.0,7.0,-8.15,276.0
1.0,4.0,6.0,-30.01,96.0
1.0,4.0,7.0,2.35,248.0
1.0,4.0,6.0,8.15,174.0
1.0,4.0,5.0,8.15,172.0
1.0,4.0,5.0,-8.15,320.0
1.0,4.0,5.0,30.01,228.0
1.0,4.0,8.0,2.35,88.0
1.0,4.0,5.0,-30.01,200.0
1.0,4.0,5.0,-8.15,248.0
1.0,4.0,5.0,-2.35,410.0
1.0,4.0,6.0,8.15,272.0
1.0,4.0,6.0,-30.01,176.0
-1.0,4.0,6.0,-2.35,432.0
1.0,4.0,7.0,2.35,266.0
1.0,4.0,7.0,8.15,120.0
1.0,4.0,7.0,-30.01,190.0
-1.0,4.0,6.0,8.15,236.0
1.0,4.0,6.0,-30.01,166.0
-1.0,4.0,3.0,-2.35,348.0
1.0,4.0,5.0,-2.35,324.0
1.0,4.0,7.0,30.01,162.0
1.0,4.0,8.0,2.35,316.0
1.0,4.0,6.0,2.35,170.0
1.0,4.0,7.0,8.15,200.0
1.0,4.0,4.0,-8.15,238.0
1.0,4.0,7.0,30.01,150.0
1.0,4.0,7.0,2.35,276.0
1.0,4.0,5.0,-30.01,196.0
1.0,4.0,5.0,-8.15,240.0
1.0,4.0,5.0,-2.35,282.0
1.0,4.0,8.0,-30.01,180.0
-1.0,4.0,4.0,8.15,276.0
1.0,4.0,7.0,-30.01,226.0
1.0,4.0,3.0,2.35,298.0
1.0,4.0,5.0,2.35,248.0
-1.0,4.0,8.0,-2.35,272.0
1.0,4.0,6.0,2.35,176.0
-1.0,4.0,7.0,8.15,402.0
1.0,4.0,5.0,8.15,226.0
1.0,4.0,7.0,30.01,204.0
-1.0,4.0,8.0,-8.15,332.0
-1.0,4.0,6.0,-2.35,330.0
1.0,4.0,4.0,8.15,292.0
1.0,4.0,6.0,-8.15,260.0
1.0,4.0,9.0,-2.35,232.0
1.0,4.0,7.0,8.15,292.0
1.0,4.0,5.0,-8.15,286.0
1.0,4.0,8.0,-2.35,224.0
-1.0,4.0,6.0,2.35,162.0
1.0,4.0,7.0,-2.35,304.0
1.0,4.0,5.0,-30.01,128.0
1.0,4.0,4.0,2.35,210.0
1.0,4.0,6.0,-8.15,454.0
-1.0,4.0,5.0,2.35,168.0
1.0,4.0,8.0,-30.01,150.0
1.0,4.0,6.0,2.35,314.0
-1.0,4.0,7.0,-2.35,350.0
1.0,4.0,6.0,2.35,316.0
1.0,4.0,6.0,-2.35,256.0
-1.0,4.0,6.0,2.35,374.0
-1.0,4.0,5.0,2.35,232.0
1.0,4.0,6.0,-8.15,204.0
1.0,4.0,8.0,-8.15,244.0
1.0,4.0,5.0,-8.15,158.0
1.0,4.0,7.0,-8.15,256.0
-1.0,4.0,6.0,-8.15,358.0
-1.0,4.0,7.0,2.35,236.0
-1.0,4.0,5.0,2.35,430.0
-1.0,4.0,4.0,2.35,216.0
1.0,4.0,7.0,30.01,336.0
1.0,4.0,4.0,2.35,328.0
1.0,4.0,7.0,8.15,212.0
1.0,4.0,6.0,-2.35,430.0
1.0,4.0,9.0,-8.15,276.0
1.0,4.0,7.0,30.01,190.0
1.0,4.0,7.0,8.15,310.0
1.0,4.0,5.0,8.15,280.0
1.0,4.0,7.0,-30.01,212.0
-1.0,4.0,7.0,8.15,298.0
-1.0,4.0,8.0,2.35,262.0
1.0,4.0,5.0,30.01,204.0
1.0,4.0,5.0,2.35,262.0
1.0,4.0,8.0,-2.35,254.0
1.0,4.0,8.0,-30.01,148.0
1.0,4.0,8.0,-2.35,132.0
1.0,4.0,3.0,-2.35,344.0
1.0,4.0,4.0,8.15,348.0
1.0,4.0,5.0,30.01,156.0
1.0,4.0,6.0,-30.01,186.0
1.0,4.0,5.0,-2.35,332.0
1.0,4.0,6.0,30.01,148.0
1.0,4.0,5.0,-2.35,452.0
1.0,4.0,4.0,-2.35,366.0
1.0,4.0,5.0,-8.15,180.0
-1.0,4.0,6.0,2.35,358.0
1.0,4.0,6.0,-2.35,316.0
1.0,4.0,6.0,30.01,166.0
1.0,4.0,6.0,8.15,180.0
-1.0,4.0,5.0,-8.15,370.0
1.0,4.0,6.0,8.15,252.0
-1.0,4.0,6.0,-2.35,294.0
-1.0,4.0,5.0,-2.35,224.0
1.0,4.0,4.0,2.35,322.0
-1.0,4.0,6.0,-8.15,284.0
1.0,4.0,6.0,-8.15,284.0
1.0,4.0,7.0,-2.35,222.0
1.0,4.0,7.0,-2.35,246.0
-1.0,4.0,5.0,2.35,274.0
1.0,4.0,7.0,30.01,122.0
1.0,4.0,5.0,8.15,220.0
1.0,4.0,6.0,-8.15,212.0
-1.0,4.0,6.0,30.01,266.0
1.0,4.0,7.0,8.15,364.0
1.0,4.0,5.0,8.15,166.0
-1.0,4.0,5.0,2.35,552.0
1.0,4.0,7.0,-30.01,124.0
1.0,4.0,8.0,30.01,202.0
1.0,4.0,4.0,2.35,374.0
1.0,4.0,6.0,-30.01,102.0
1.0,4.0,8.0,30.01,152.0
1.0,4.0,6.0,-2.35,296.0
1.0,4.0,7.0,30.01,160.0
1.0,4.0,8.0,-8.15,232.0
1.0,4.0,8.0,-30.01,196.0
1.0,4.0,6.0,8.15,266.0
1.0,4.0,5.0,8.15,314.0
-1.0,4.0,7.0,-2.35,258.0
1.0,4.0,4.0,-30.01,90.0
1.0,4.0,7.0,2.35,400.0
1.0,4.0,7.0,-2.35,262.0
-1.0,4.0,5.0,8.15,316.0
1.0,4.0,7.0,8.15,156.0
1.0,4.0,4.0,2.35,286.0
1.0,4.0,8.0,8.15,240.0
1.0,4.0,5.0,-8.15,222.0
1.0,4.0,5.0,-8.15,220.0
1.0,4.0,7.0,-30.01,132.0
1.0,4.0,7.0,-30.01,134.0
-1.0,4.0,5.0,2.35,286.0
1.0,4.0,5.0,-2.35,270.0
1.0,4.0,6.0,8.15,194.0
1.0,4.0,6.0,2.35,208.0
1.0,4.0,6.0,-8.15,322.0
1.0,4.0,8.0,-2.35,302.0
-1.0,4.0,5.0,-2.35,344.0
1.0,4.0,6.0,-30.01,182.0
1.0,4.0,7.0,-30.01,150.0
-1.0,4.0,7.0,2.35,238.0
-1.0,4.0,6.0,8.15,308.0
-1.0,4.0,6.0,-2.35,338.0
-1.0,4.0,5.0,-2.35,290.0
1.0,4.0,9.0,-30.01,296.0
1.0,4.0,5.0,-2.35,224.0
1.0,4.0,8.0,8.15,324.0
1.0,4.0,6.0,-30.01,194.0
1.0,4.0,6.0,-8.15,296.0
-1.0,4.0,6.0,8.15,310.0
1.0,4.0,6.0,-30.01,176.0
1.0,4.0,7.0,2.35,352.0
1.0,4.0,7.0,8.15,274.0
1.0,4.0,7.0,30.01,168.0
1.0,4.0,7.0,2.35,336.0
1.0,4.0,7.0,8.15,324.0
1.0,4.0,9.0,2.35,336.0
1.0,4.0,7.0,8.15,226.0
-1.0,4.0,5.0,-2.35,388.0
1.0,4.0,5.0,-8.15,324.0
1.0,4.0,5.0,8.15,238.0
-1.0,4.0,4.0,8.15,324.0
1.0,4.0,7.0,-2.35,338.0
1.0,4.0,9.0,-2.35,216.0
1.0,4.0,6.0,-30.01,142.0
-1.0,4.0,4.0,-2.35,338.0
1.0,4.0,7.0,-2.35,268.0
1.0,4.0,6.0,-2.35,226.0
1.0,4.0,7.0,30.01,196.0
1.0,4.0,3.0,2.35,406.0
-1.0,4.0,7.0,-2.35,198.0
1.0,4.0,4.0,2.35,178.0
-1.0,4.0,5.0,2.35,260.0
1.0,4.0,6.0,30.01,202.0
1.0,4.0,5.0,8.15,122.0
1.0,4.0,6.0,8.15,334.0
-1.0,4.0,4.0,8.15,286.0
1.0,4.0,5.0,-30.01,228.0
1.0,4.0,6.0,2.35,362.0
1.0,4.0,8.0,30.01,176.0
1.0,4.0,7.0,2.35,252.0
1.0,4.0,7.0,-30.01,202.0
1.0,4.0,5.0,2.35,268.0
-1.0,4.0,5.0,-2.35,276.0
1.0,4.0,6.0,-8.15,430.0
-1.0,4.0,2.0,-8.15,392.0
1.0,4.0,8.0,8.15,148.0
1.0,4.0,4.0,-2.35,372.0
-1.0,4.0,8.0,2.35,328.0
-1.0,4.0,6.0,2.35,132.0
1.0,4.0,5.0,-30.01,160.0
-1.0,4.0,6.0,8.15,346.0
1.0,4.0,5.0,2.35,380.0
1.0,4.0,5.0,30.01,130.0
-1.0,4.0,6.0,2.35,270.0
1.0,4.0,6.0,-2.35,328.0
1.0,4.0,6.0,-8.15,202.0
1.0,4.0,6.0,-8.15,180.0
1.0,4.0,7.0,-30.01,176.0
1.0,4.0,6.0,-8.15,230.0
1.0,4.0,4.0,8.15,328.0
1.0,4.0,7.0,8.15,290.0
1.0,4.0,8.0,30.01,166.0
1.0,4.0,7.0,-30.01,184.0
1.0,4.0,7.0,-30.01,150.0
1.0,4.0,7.0,30.01,158.0
1.0,4.0,4.0,2.35,202.0
1.0,4.0,7.0,8.15,272.0
1.0,4.0,7.0,-2.35,264.0
1.0,4.0,4.0,-8.15,322.0
1.0,4.0,8.0,2.35,256.0
1.0,4.0,6.0,-2.35,408.0
1.0,4.0,8.0,30.01,208.0
1.0,4.0,4.0,-8.15,300.0
1.0,4.0,7.0,-8.15,254.0
1.0,4.0,8.0,-8.15,186.0
1.0,4.0,8.0,30.01,240.0
1.0,4.0,8.0,8.15,190.0
1.0,4.0,6.0,-8.15,252.0
1.0,4.0,5.0,2.35,350.0
1.0,4.0,5.0,-8.15,288.0
1.0,4.0,5.0,-2.35,134.0
1.0,4.0,8.0,30.01,166.0
-1.0,4.0,3.0,2.35,214.0
1.0,4.0,6.0,-8.15,226.0
-1.0,4.0,7.0,2.35,356.0
1.0,4.0,5.0,-8.15,246.0
1.0,4.0,6.0,-8.15,198.0
1.0,4.0,7.0,-8.15,238.0
1.0,4.0,3.0,2.35,202.0
-1.0,4.0,7.0,8.15,430.0
-1.0,4.0,6.0,2.35,362.0
1.0,4.0,8.0,-8.15,238.0
-1.0,4.0,7.0,-8.15,384.0
1.0,4.0,9.0,30.01,108.0
-1.0,4.0,7.0,-2.35,302.0
-1.0,4.0,5.0,-2.35,188.0
1.0,4.0,6.0,30.01,236.0
1.0,4.0,6.0,-8.15,226.0
1.0,4.0,4.0,2.35,270.0
-1.0,4.0,4.0,-2.35,148.0
-1.0,4.0,6.0,-2.35,284.0
1.0,4.0,8.0,8.15,204.0
1.0,4.0,4.0,2.35,180.0
1.0,5.0,1.0,-13.49,218.0
1.0,5.0,3.0,-1.91,292.0
1.0,5.0,5.0,-13.49,276.0
1.0,5.0,3.0,13.49,232.0
1.0,5.0,7.0,50.21,140.0
1.0,5.0,1.0,-13.49,316.0
1.0,5.0,1.0,13.49,100.0
-1.0,5.0,1.0,-1.91,408.0
1.0,5.0,2.0,-1.91,294.0
-1.0,5.0,1.0,-1.91,260.0
1.0,5.0,5.0,13.49,244.0
1.0,5.0,2.0,1.91,314.0
1.0,5.0,1.0,-1.91,350.0
1.0,5.0,1.0,1.91,262.0
1.0,5.0,4.0,50.21,114.0
-1.0,5.0,2.0,-1.91,232.0
1.0,5.0,4.0,1.91,172.0
1.0,5.0,2.0,13.49,132.0
1.0,5.0,2.0,13.49,212.0
1.0,5.0,1.0,-1.91,174.0
1.0,5.0,4.0,-13.49,348.0
1.0,5.0,3.0,-50.21,114.0
1.0,5.0,4.0,-1.91,306.0
1.0,5.0,4.0,13.49,186.0
1.0,5.0,3.0,-13.49,228.0
1.0,5.0,1.0,13.49,234.0
1.0,5.0,2.0,1.91,300.0
1.0,5.0,2.0,-50.21,154.0
1.0,5.0,3.0,13.49,322.0
1.0,5.0,2.0,13.49,220.0
-1.0,5.0,1.0,-1.91,396.0
1.0,5.0,1.0,13.49,182.0
1.0,5.0,4.0,-13.49,216.0
-1.0,5.0,4.0,1.91,372.0
1.0,5.0,3.0,50.21,140.0
1.0,5.0,4.0,13.49,200.0
1.0,5.0,2.0,-1.91,460.0
1.0,5.0,3.0,-13.49,408.0
-1.0,5.0,3.0,1.91,320.0
1.0,5.0,2.0,-1.91,252.0
1.0,5.0,3.0,-1.91,224.0
1.0,5.0,4.0,50.21,130.0
1.0,5.0,4.0,1.91,186.0
1.0,5.0,4.0,-1.91,306.0
