Acc,Name,Pconf,Distri,RTs
-1.0,3.0,7.0,-1.32,332.0
1.0,3.0,7.0,-17.5,232.0
1.0,3.0,8.0,-7.1,290.0
1.0,3.0,8.0,-7.1,268.0
-1.0,3.0,8.0,7.1,308.0
-1.0,3.0,5.0,1.32,360.0
1.0,3.0,8.0,-1.32,292.0
1.0,3.0,6.0,-7.1,204.0
-1.0,3.0,3.0,17.5,476.0
1.0,3.0,7.0,-1.32,288.0
-1.0,3.0,6.0,7.1,400.0
1.0,3.0,5.0,1.32,490.0
1.0,3.0,6.0,-1.32,310.0
1.0,3.0,8.0,7.1,292.0
1.0,3.0,3.0,7.1,426.0
-1.0,3.0,5.0,-1.32,304.0
1.0,3.0,8.0,7.1,266.0
1.0,3.0,8.0,7.1,152.0
-1.0,3.0,2.0,-1.32,532.0
-1.0,3.0,5.0,-1.32,446.0
-1.0,3.0,3.0,1.32,446.0
1.0,3.0,7.0,17.5,266.0
1.0,3.0,8.0,1.32,234.0
-1.0,3.0,7.0,-1.32,136.0
1.0,3.0,6.0,7.1,248.0
1.0,3.0,9.0,17.5,272.0
1.0,3.0,8.0,1.32,272.0
1.0,3.0,6.0,1.32,252.0
-1.0,3.0,7.0,-7.1,346.0
1.0,3.0,7.0,-17.5,250.0
1.0,3.0,8.0,-7.1,292.0
1.0,3.0,8.0,-17.5,220.0
1.0,3.0,2.0,-1.32,444.0
1.0,3.0,9.0,-17.5,236.0
1.0,3.0,7.0,17.5,216.0
-1.0,3.0,7.0,1.32,388.0
1.0,3.0,5.0,-17.5,146.0
1.0,3.0,9.0,-17.5,264.0
1.0,3.0,6.0,-7.1,246.0
-1.0,3.0,8.0,-1.32,416.0
1.0,3.0,4.0,-7.1,302.0
1.0,3.0,6.0,-17.5,266.0
-1.0,3.0,7.0,1.32,250.0
1.0,3.0,5.0,-1.32,332.0
-1.0,3.0,7.0,7.1,314.0
-1.0,3.0,6.0,-1.32,376.0
-1.0,3.0,9.0,-1.32,320.0
1.0,3.0,8.0,-17.5,306.0
1.0,3.0,7.0,-17.5,264.0
1.0,3.0,9.0,-17.5,254.0
-1.0,3.0,8.0,1.32,302.0
1.0,3.0,8.0,-7.1,276.0
-1.0,3.0,6.0,7.1,352.0
-1.0,3.0,9.0,7.1,322.0
1.0,3.0,5.0,17.5,282.0
1.0,3.0,5.0,1.32,266.0
1.0,3.0,7.0,-7.1,310.0
1.0,3.0,6.0,-7.1,334.0
-1.0,3.0,8.0,1.32,84.0
1.0,3.0,4.0,7.1,338.0
-1.0,3.0,9.0,-1.32,244.0
-1.0,3.0,9.0,-1.32,288.0
1.0,3.0,9.0,1.32,198.0
1.0,3.0,6.0,17.5,202.0
-1.0,3.0,1.0,-7.1,646.0
1.0,3.0,5.0,1.32,370.0
1.0,3.0,8.0,1.32,304.0
-1.0,3.0,9.0,-1.32,342.0
1.0,3.0,9.0,7.1,282.0
-1.0,3.0,7.0,-1.32,212.0
-1.0,3.0,5.0,-7.1,418.0
1.0,3.0,1.0,1.32,342.0
1.0,3.0,7.0,1.32,462.0
1.0,3.0,9.0,-1.32,480.0
1.0,3.0,6.0,7.1,302.0
1.0,3.0,6.0,17.5,294.0
1.0,3.0,6.0,17.5,258.0
1.0,3.0,7.0,-7.1,274.0
1.0,3.0,7.0,-7.1,322.0
1.0,3.0,8.0,-17.5,246.0
1.0,3.0,4.0,1.32,284.0
1.0,3.0,9.0,-7.1,436.0
1.0,3.0,6.0,-1.32,276.0
-1.0,3.0,5.0,7.1,444.0
1.0,3.0,5.0,1.32,452.0
-1.0,3.0,4.0,-1.32,322.0
-1.0,3.0,9.0,-7.1,270.0
-1.0,3.0,4.0,-1.32,374.0
1.0,3.0,6.0,17.5,258.0
-1.0,3.0,5.0,-7.1,426.0
-1.0,3.0,9.0,-1.32,496.0
1.0,3.0,8.0,7.1,282.0
1.0,3.0,6.0,-17.5,282.0
-1.0,3.0,9.0,1.32,230.0
1.0,3.0,6.0,17.5,366.0
1.0,3.0,6.0,-7.1,332.0
1.0,3.0,9.0,-7.1,246.0
-1.0,3.0,8.0,1.32,230.0
-1.0,3.0,5.0,17.5,308.0
-1.0,3.0,6.0,1.32,456.0
1.0,3.0,6.0,7.1,320.0
1.0,3.0,8.0,-7.1,228.0
1.0,3.0,7.0,7.1,346.0
-1.0,3.0,5.0,-1.32,310.0
1.0,3.0,7.0,-1.32,330.0
1.0,3.0,9.0,-7.1,314.0
1.0,3.0,4.0,7.1,434.0
-1.0,3.0,4.0,1.32,470.0
-1.0,3.0,1.0,7.1,368.0
1.0,3.0,9.0,7.1,232.0
1.0,3.0,8.0,17.5,216.0
1.0,3.0,6.0,1.32,258.0
1.0,3.0,8.0,7.1,228.0
1.0,3.0,6.0,1.32,222.0
1.0,3.0,7.0,-17.5,252.0
1.0,3.0,6.0,-1.32,320.0
-1.0,3.0,5.0,1.32,242.0
1.0,3.0,4.0,17.5,304.0
1.0,3.0,5.0,17.5,222.0
1.0,3.0,5.0,-7.1,296.0
1.0,3.0,2.0,17.5,340.0
1.0,3.0,5.0,17.5,316.0
-1.0,3.0,7.0,-1.32,374.0
1.0,3.0,7.0,7.1,286.0
1.0,3.0,5.0,-7.1,392.0
1.0,3.0,7.0,-1.32,208.0
1.0,3.0,1.0,7.1,384.0
1.0,3.0,9.0,7.1,204.0
1.0,3.0,6.0,17.5,238.0
1.0,3.0,6.0,1.32,222.0
-1.0,3.0,6.0,-17.5,372.0
1.0,3.0,7.0,7.1,270.0
1.0,3.0,7.0,17.5,252.0
1.0,3.0,6.0,1.32,310.0
1.0,3.0,9.0,7.1,238.0
1.0,3.0,7.0,1.32,354.0
-1.0,3.0,6.0,-1.32,378.0
1.0,3.0,7.0,1.32,378.0
-1.0,3.0,5.0,-7.1,500.0
-1.0,3.0,6.0,1.32,240.0
1.0,3.0,9.0,-17.5,198.0
1.0,3.0,8.0,-7.1,258.0
1.0,3.0,6.0,-17.5,228.0
1.0,3.0,7.0,-17.5,178.0
-1.0,3.0,2.0,7.1,590.0
-1.0,3.0,9.0,1.32,250.0
1.0,3.0,4.0,-1.32,334.0
-1.0,3.0,4.0,17.5,348.0
1.0,3.0,9.0,-17.5,212.0
1.0,3.0,9.0,-1.32,316.0
1.0,3.0,9.0,-1.32,292.0
-1.0,3.0,8.0,7.1,226.0
1.0,3.0,5.0,7.1,412.0
1.0,3.0,4.0,-7.1,508.0
1.0,3.0,6.0,-1.32,330.0
1.0,3.0,8.0,-1.32,282.0
1.0,3.0,8.0,1.32,342.0
1.0,3.0,6.0,1.32,356.0
1.0,3.0,6.0,7.1,366.0
1.0,3.0,6.0,-7.1,434.0
-1.0,3.0,8.0,1.32,324.0
-1.0,3.0,6.0,1.32,304.0
1.0,3.0,5.0,-7.1,344.0
1.0,3.0,9.0,-17.5,226.0
1.0,3.0,6.0,-1.32,388.0
1.0,3.0,6.0,17.5,338.0
-1.0,3.0,8.0,-1.32,332.0
1.0,3.0,7.0,1.32,286.0
1.0,3.0,7.0,-7.1,378.0
-1.0,3.0,7.0,7.1,356.0
1.0,3.0,5.0,-7.1,258.0
1.0,3.0,1.0,-1.32,364.0
-1.0,3.0,9.0,1.32,340.0
1.0,3.0,7.0,7.1,250.0
1.0,3.0,8.0,17.5,264.0
1.0,3.0,9.0,1.32,442.0
1.0,3.0,7.0,-7.1,336.0
1.0,3.0,4.0,-7.1,212.0
1.0,3.0,9.0,-7.1,304.0
1.0,3.0,7.0,7.1,330.0
-1.0,3.0,5.0,-7.1,398.0
1.0,3.0,7.0,7.1,316.0
1.0,3.0,9.0,-7.1,382.0
1.0,3.0,4.0,17.5,324.0
-1.0,3.0,5.0,-1.32,316.0
1.0,3.0,6.0,-7.1,430.0
1.0,3.0,6.0,-7.1,278.0
1.0,3.0,9.0,-1.32,260.0
1.0,3.0,9.0,-1.32,298.0
-1.0,3.0,3.0,7.1,424.0
1.0,3.0,8.0,1.32,280.0
1.0,3.0,7.0,1.32,378.0
1.0,3.0,5.0,17.5,202.0
-1.0,3.0,8.0,-1.32,250.0
1.0,3.0,8.0,7.1,350.0
1.0,3.0,8.0,7.1,202.0
-1.0,3.0,8.0,-1.32,330.0
1.0,3.0,9.0,1.32,386.0
1.0,3.0,7.0,-17.5,316.0
1.0,3.0,4.0,-17.5,154.0
1.0,3.0,6.0,-1.32,258.0
1.0,3.0,4.0,7.1,322.0
1.0,3.0,9.0,17.5,204.0
1.0,3.0,4.0,-17.5,276.0
1.0,3.0,1.0,1.32,320.0
-1.0,3.0,1.0,-1.32,454.0
1.0,3.0,5.0,-17.5,310.0
1.0,3.0,7.0,-1.32,322.0
1.0,3.0,5.0,-7.1,238.0
-1.0,3.0,7.0,7.1,296.0
1.0,3.0,7.0,-1.32,286.0
1.0,3.0,6.0,-1.32,342.0
1.0,3.0,7.0,-7.1,276.0
1.0,3.0,5.0,1.32,184.0
-1.0,3.0,7.0,-7.1,328.0
1.0,3.0,7.0,1.32,298.0
1.0,3.0,7.0,1.32,282.0
1.0,3.0,8.0,7.1,314.0
-1.0,3.0,8.0,-1.32,314.0
1.0,3.0,2.0,-17.5,414.0
1.0,3.0,7.0,-7.1,294.0
1.0,3.0,7.0,-7.1,320.0
-1.0,3.0,8.0,7.1,262.0
-1.0,3.0,9.0,1.32,258.0
1.0,3.0,8.0,-1.32,230.0
1.0,3.0,6.0,-7.1,294.0
1.0,3.0,6.0,17.5,326.0
-1.0,3.0,9.0,-1.32,426.0
1.0,3.0,6.0,7.1,132.0
-1.0,3.0,1.0,1.32,530.0
1.0,3.0,3.0,-1.32,448.0
-1.0,3.0,6.0,7.1,440.0
1.0,3.0,7.0,7.1,258.0
1.0,3.0,1.0,-1.32,418.0
1.0,3.0,6.0,7.1,330.0
1.0,3.0,8.0,7.1,350.0
1.0,3.0,7.0,-1.32,396.0
1.0,3.0,4.0,-1.32,250.0
-1.0,3.0,9.0,1.32,200.0
1.0,3.0,9.0,17.5,246.0
1.0,3.0,6.0,1.32,524.0
1.0,3.0,8.0,-1.32,344.0
1.0,3.0,9.0,7.1,344.0
1.0,3.0,8.0,17.5,154.0
1.0,3.0,7.0,1.32,168.0
1.0,3.0,9.0,1.32,222.0
-1.0,3.0,7.0,-7.1,384.0
1.0,3.0,8.0,-17.5,268.0
1.0,3.0,6.0,-7.1,272.0
1.0,3.0,4.0,-17.5,342.0
1.0,3.0,7.0,-1.32,320.0
1.0,3.0,8.0,-17.5,232.0
1.0,3.0,7.0,17.5,182.0
1.0,3.0,5.0,1.32,256.0
1.0,3.0,7.0,-17.5,492.0
1.0,3.0,2.0,-17.5,306.0
1.0,3.0,7.0,-7.1,444.0
1.0,3.0,6.0,-1.32,380.0
1.0,3.0,9.0,-7.1,60.0
1.0,3.0,5.0,-17.5,218.0
-1.0,3.0,8.0,1.32,380.0
1.0,3.0,4.0,-1.32,328.0
1.0,3.0,8.0,-1.32,220.0
1.0,3.0,3.0,-1.32,342.0
1.0,3.0,9.0,-17.5,240.0
1.0,3.0,9.0,-17.5,150.0
1.0,3.0,8.0,-17.5,174.0
1.0,3.0,6.0,1.32,334.0
1.0,3.0,7.0,-7.1,350.0
1.0,3.0,1.0,7.1,348.0
1.0,3.0,9.0,7.1,348.0
1.0,3.0,9.0,17.5,194.0
1.0,3.0,8.0,1.32,342.0
1.0,3.0,9.0,-7.1,278.0
1.0,3.0,9.0,-7.1,368.0
-1.0,3.0,9.0,1.32,260.0
1.0,3.0,9.0,7.1,370.0
1.0,3.0,4.0,-1.32,440.0
1.0,3.0,8.0,-1.32,278.0
-1.0,3.0,6.0,1.32,238.0
1.0,3.0,8.0,17.5,464.0
-1.0,3.0,6.0,-7.1,430.0
1.0,3.0,6.0,1.32,140.0
1.0,3.0,6.0,1.32,340.0
-1.0,3.0,2.0,-1.32,434.0
1.0,3.0,7.0,7.1,334.0
-1.0,3.0,7.0,-1.32,308.0
1.0,3.0,5.0,-7.1,362.0
1.0,3.0,8.0,1.32,430.0
1.0,3.0,3.0,1.32,450.0
-1.0,3.0,2.0,-1.32,388.0
1.0,3.0,7.0,7.1,292.0
1.0,3.0,7.0,17.5,190.0
1.0,3.0,7.0,17.5,124.0
1.0,3.0,9.0,-7.1,234.0
1.0,3.0,8.0,-7.1,192.0
1.0,3.0,9.0,-17.5,294.0
1.0,3.0,2.0,1.32,322.0
1.0,3.0,7.0,-7.1,296.0
1.0,3.0,7.0,-1.32,186.0
1.0,3.0,8.0,7.1,430.0
1.0,3.0,5.0,1.32,296.0
1.0,3.0,6.0,-1.32,352.0
1.0,3.0,2.0,-7.1,354.0
1.0,3.0,7.0,-1.32,294.0
-1.0,3.0,1.0,17.5,464.0
1.0,3.0,2.0,-7.1,380.0
-1.0,3.0,7.0,-1.32,368.0
1.0,3.0,6.0,7.1,320.0
-1.0,3.0,5.0,-17.5,232.0
-1.0,3.0,6.0,1.32,460.0
1.0,3.0,8.0,17.5,290.0
-1.0,3.0,8.0,-7.1,338.0
1.0,3.0,8.0,-7.1,296.0
-1.0,3.0,5.0,1.32,322.0
1.0,3.0,6.0,17.5,370.0
1.0,3.0,7.0,1.32,312.0
1.0,3.0,8.0,7.1,198.0
-1.0,3.0,6.0,-7.1,292.0
1.0,3.0,9.0,7.1,218.0
-1.0,3.0,7.0,-1.32,398.0
-1.0,3.0,8.0,-1.32,412.0
1.0,3.0,8.0,-7.1,472.0
1.0,3.0,8.0,7.1,358.0
1.0,3.0,5.0,1.32,316.0
1.0,3.0,8.0,7.1,298.0
-1.0,3.0,4.0,7.1,162.0
1.0,3.0,8.0,-17.5,254.0
1.0,3.0,8.0,17.5,332.0
1.0,3.0,6.0,1.32,494.0
-1.0,3.0,1.0,1.32,390.0
1.0,3.0,4.0,7.1,432.0
1.0,3.0,7.0,7.1,434.0
1.0,3.0,6.0,-1.32,428.0
1.0,3.0,6.0,-7.1,302.0
1.0,3.0,6.0,-17.5,148.0
1.0,3.0,8.0,-1.32,248.0
-1.0,3.0,7.0,1.32,220.0
1.0,3.0,7.0,-7.1,198.0
1.0,3.0,5.0,1.32,328.0
-1.0,3.0,8.0,-7.1,290.0
1.0,3.0,1.0,-7.1,344.0
1.0,3.0,9.0,1.32,464.0
1.0,3.0,8.0,17.5,152.0
-1.0,3.0,3.0,7.1,460.0
1.0,3.0,9.0,-7.1,266.0
1.0,3.0,7.0,-1.32,382.0
1.0,3.0,1.0,17.5,350.0
1.0,3.0,6.0,-7.1,338.0
1.0,3.0,6.0,17.5,206.0
1.0,3.0,5.0,1.32,402.0
1.0,3.0,5.0,-7.1,330.0
-1.0,3.0,5.0,7.1,344.0
1.0,3.0,4.0,1.32,476.0
1.0,3.0,5.0,-7.1,228.0
1.0,3.0,9.0,-17.5,336.0
1.0,3.0,7.0,-7.1,270.0
1.0,3.0,6.0,-1.32,382.0
-1.0,3.0,7.0,1.32,518.0
1.0,3.0,7.0,17.5,348.0
1.0,3.0,7.0,-7.1,302.0
-1.0,3.0,6.0,7.1,316.0
1.0,3.0,7.0,17.5,242.0
1.0,3.0,5.0,-1.32,314.0
1.0,3.0,6.0,-17.5,186.0
1.0,3.0,6.0,7.1,508.0
-1.0,3.0,9.0,-1.32,466.0
1.0,3.0,7.0,-17.5,356.0
1.0,3.0,8.0,7.1,298.0
-1.0,3.0,3.0,1.32,432.0
1.0,3.0,9.0,-17.5,288.0
1.0,3.0,8.0,17.5,348.0
1.0,3.0,8.0,-17.5,358.0
1.0,3.0,9.0,-17.5,172.0
1.0,3.0,5.0,17.5,452.0
1.0,3.0,9.0,1.32,304.0
-1.0,3.0,9.0,-1.32,264.0
-1.0,3.0,4.0,-1.32,358.0
1.0,3.0,9.0,7.1,304.0
1.0,3.0,1.0,-17.5,430.0
1.0,3.0,6.0,7.1,268.0
1.0,3.0,8.0,1.32,244.0
-1.0,3.0,9.0,-1.32,286.0
-1.0,3.0,6.0,-1.32,326.0
1.0,3.0,7.0,-7.1,464.0
1.0,3.0,6.0,-1.32,460.0
1.0,3.0,7.0,17.5,324.0
1.0,3.0,6.0,-7.1,314.0
1.0,3.0,10.0,-1.32,250.0
1.0,3.0,7.0,-7.1,316.0
1.0,3.0,6.0,-17.5,250.0
1.0,3.0,6.0,1.32,332.0
1.0,3.0,5.0,7.1,286.0
1.0,3.0,9.0,17.5,220.0
1.0,3.0,9.0,7.1,284.0
-1.0,3.0,8.0,-1.32,220.0
-1.0,3.0,7.0,-7.1,300.0
1.0,3.0,9.0,1.32,286.0
1.0,3.0,1.0,7.1,272.0
1.0,3.0,5.0,17.5,244.0
1.0,3.0,4.0,-17.5,330.0
-1.0,3.0,9.0,-1.32,408.0
1.0,3.0,6.0,-17.5,216.0
1.0,3.0,9.0,-7.1,296.0
1.0,3.0,7.0,17.5,208.0
1.0,3.0,7.0,-7.1,458.0
1.0,3.0,9.0,-17.5,274.0
-1.0,3.0,8.0,1.32,318.0
1.0,3.0,8.0,-7.1,214.0
1.0,3.0,3.0,-1.32,394.0
-1.0,3.0,4.0,7.1,512.0
1.0,3.0,9.0,7.1,350.0
1.0,3.0,6.0,1.32,394.0
-1.0,3.0,9.0,-1.32,364.0
1.0,3.0,7.0,1.32,292.0
-1.0,3.0,6.0,-7.1,406.0
1.0,3.0,6.0,1.32,314.0
1.0,3.0,8.0,1.32,226.0
1.0,3.0,6.0,1.32,358.0
1.0,3.0,7.0,-1.32,378.0
1.0,3.0,5.0,-1.32,350.0
1.0,3.0,5.0,-7.1,402.0
1.0,3.0,7.0,7.1,286.0
-1.0,3.0,5.0,-1.32,196.0
-1.0,3.0,9.0,-1.32,220.0
1.0,3.0,9.0,7.1,330.0
1.0,3.0,1.0,-7.1,618.0
1.0,3.0,7.0,7.1,328.0
1.0,3.0,1.0,7.1,358.0
1.0,3.0,8.0,7.1,244.0
-1.0,3.0,7.0,-1.32,452.0
-1.0,3.0,5.0,-1.32,212.0
1.0,3.0,6.0,7.1,224.0
-1.0,3.0,6.0,-1.32,304.0
-1.0,3.0,8.0,1.32,430.0
1.0,3.0,4.0,1.32,440.0
1.0,3.0,7.0,17.5,240.0
1.0,3.0,8.0,1.32,344.0
1.0,4.0,4.0,8.15,322.0
1.0,4.0,6.0,2.35,190.0
1.0,4.0,8.0,8.15,254.0
1.0,4.0,7.0,-2.35,242.0
1.0,4.0,5.0,-8.15,342.0
1.0,4.0,5.0,2.35,330.0
1.0,4.0,5.0,-2.35,302.0
1.0,4.0,5.0,-8.15,294.0
-1.0,4.0,2.0,-2.35,282.0
1.0,4.0,7.0,30.01,170.0
1.0,4.0,3.0,-8.15,296.0
1.0,4.0,5.0,-8.15,312.0
1.0,4.0,6.0,-30.01,190.0
1.0,4.0,6.0,8.15,314.0
1.0,4.0,7.0,30.01,170.0
-1.0,4.0,7.0,-2.35,360.0
-1.0,4.0,5.0,-8.15,242.0
-1.0,4.0,6.0,-2.35,246.0
1.0,4.0,6.0,30.01,154.0
1.0,4.0,5.0,-30.01,104.0
1.0,4.0,5.0,-30.01,266.0
1.0,4.0,4.0,-2.35,300.0
-1.0,4.0,4.0,-2.35,300.0
1.0,4.0,6.0,8.15,274.0
1.0,4.0,7.0,-2.35,408.0
1.0,4.0,8.0,8.15,312.0
1.0,4.0,7.0,2.35,216.0
1.0,4.0,6.0,-30.01,110.0
1.0,4.0,6.0,-8.15,278.0
-1.0,4.0,7.0,2.35,238.0
-1.0,4.0,6.0,2.35,252.0
1.0,4.0,6.0,30.01,196.0
1.0,4.0,8.0,30.01,164.0
1.0,4.0,7.0,8.15,244.0
1.0,4.0,5.0,-8.15,426.0
1.0,4.0,8.0,8.15,304.0
1.0,4.0,5.0,8.15,262.0
1.0,4.0,6.0,2.35,236.0
1.0,4.0,7.0,30.01,142.0
-1.0,4.0,4.0,2.35,424.0
1.0,4.0,7.0,30.01,144.0
1.0,4.0,5.0,-30.01,152.0
-1.0,4.0,6.0,2.35,338.0
1.0,4.0,7.0,-2.35,270.0
-1.0,4.0,6.0,8.15,348.0
1.0,4.0,5.0,-8.15,288.0
1.0,4.0,8.0,-30.01,218.0
1.0,4.0,5.0,-2.35,252.0
1.0,4.0,5.0,-8.15,182.0
-1.0,4.0,5.0,2.35,274.0
1.0,4.0,4.0,-8.15,208.0
-1.0,4.0,7.0,2.35,254.0
1.0,4.0,6.0,-30.01,98.0
1.0,4.0,5.0,-30.01,96.0
1.0,4.0,5.0,-2.35,280.0
1.0,4.0,5.0,2.35,318.0
1.0,4.0,5.0,8.15,288.0
1.0,4.0,3.0,-2.35,280.0
1.0,4.0,5.0,-8.15,260.0
-1.0,4.0,6.0,2.35,350.0
1.0,4.0,4.0,-8.15,296.0
1.0,4.0,4.0,-2.35,350.0
1.0,4.0,7.0,-8.15,334.0
-1.0,4.0,6.0,8.15,202.0
1.0,4.0,7.0,-30.01,184.0
-1.0,4.0,5.0,2.35,264.0
1.0,4.0,2.0,8.15,336.0
1.0,4.0,7.0,8.15,240.0
1.0,4.0,6.0,2.35,176.0
1.0,4.0,8.0,8.15,300.0
-1.0,4.0,6.0,-8.15,244.0
1.0,4.0,5.0,-2.35,288.0
1.0,4.0,4.0,2.35,396.0
1.0,4.0,6.0,-2.35,216.0
1.0,4.0,4.0,8.15,378.0
-1.0,4.0,2.0,-8.15,318.0
1.0,4.0,6.0,-2.35,350.0
1.0,4.0,8.0,8.15,266.0
1.0,4.0,5.0,30.01,156.0
1.0,4.0,7.0,-2.35,408.0
1.0,4.0,6.0,8.15,196.0
1.0,4.0,5.0,-8.15,432.0
1.0,4.0,6.0,-2.35,176.0
-1.0,4.0,5.0,2.35,412.0
1.0,4.0,8.0,-2.35,258.0
1.0,4.0,5.0,-2.35,318.0
1.0,4.0,6.0,-30.01,106.0
1.0,4.0,6.0,-2.35,162.0
1.0,4.0,7.0,30.01,220.0
1.0,4.0,7.0,8.15,204.0
1.0,4.0,7.0,2.35,94.0
1.0,4.0,5.0,8.15,180.0
1.0,4.0,5.0,-2.35,218.0
1.0,4.0,5.0,2.35,352.0
1.0,4.0,6.0,30.01,180.0
1.0,4.0,5.0,8.15,290.0
1.0,4.0,7.0,2.35,178.0
1.0,4.0,7.0,2.35,246.0
1.0,4.0,6.0,-8.15,346.0
1.0,4.0,5.0,30.01,214.0
1.0,4.0,6.0,-8.15,224.0
1.0,4.0,6.0,-8.15,184.0
1.0,4.0,4.0,2.35,398.0
-1.0,4.0,5.0,2.35,360.0
-1.0,4.0,6.0,2.35,282.0
1.0,4.0,7.0,-8.15,240.0
1.0,4.0,7.0,-30.01,220.0
1.0,4.0,8.0,30.01,224.0
-1.0,4.0,7.0,-2.35,204.0
1.0,4.0,6.0,8.15,194.0
1.0,4.0,5.0,2.35,196.0
1.0,4.0,7.0,-30.01,206.0
-1.0,4.0,6.0,-2.35,350.0
-1.0,4.0,5.0,2.35,382.0
1.0,4.0,9.0,30.01,192.0
1.0,4.0,6.0,30.01,128.0
1.0,4.0,6.0,-8.15,316.0
1.0,4.0,7.0,30.01,280.0
1.0,4.0,7.0,30.01,78.0
1.0,4.0,7.0,-2.35,316.0
-1.0,4.0,8.0,8.15,238.0
1.0,4.0,6.0,-8.15,182.0
1.0,4.0,5.0,-2.35,236.0
1.0,4.0,4.0,8.15,354.0
1.0,4.0,5.0,8.15,142.0
1.0,4.0,7.0,30.01,146.0
1.0,4.0,6.0,2.35,334.0
1.0,4.0,7.0,-30.01,244.0
-1.0,4.0,3.0,8.15,374.0
1.0,4.0,6.0,30.01,134.0
1.0,4.0,5.0,2.35,222.0
-1.0,4.0,3.0,8.15,396.0
-1.0,4.0,6.0,2.35,410.0
1.0,4.0,6.0,-2.35,306.0
1.0,4.0,5.0,-8.15,240.0
-1.0,4.0,5.0,2.35,322.0
1.0,4.0,8.0,-30.01,142.0
1.0,4.0,5.0,-8.15,176.0
1.0,4.0,7.0,-30.01,194.0
1.0,4.0,7.0,-30.01,134.0
-1.0,4.0,7.0,8.15,346.0
-1.0,4.0,6.0,2.35,262.0
1.0,4.0,5.0,-2.35,248.0
1.0,4.0,6.0,30.01,130.0
1.0,4.0,7.0,-30.01,150.0
1.0,4.0,6.0,-2.35,282.0
1.0,4.0,8.0,-2.35,212.0
-1.0,4.0,7.0,8.15,260.0
1.0,4.0,5.0,8.15,192.0
1.0,4.0,8.0,-8.15,280.0
1.0,4.0,5.0,-2.35,176.0
1.0,4.0,6.0,-2.35,412.0
1.0,4.0,6.0,2.35,260.0
1.0,4.0,6.0,2.35,182.0
1.0,4.0,6.0,8.15,186.0
-1.0,4.0,6.0,-8.15,242.0
1.0,4.0,7.0,2.35,234.0
-1.0,4.0,5.0,2.35,272.0
1.0,4.0,7.0,-8.15,256.0
1.0,4.0,5.0,-30.01,96.0
1.0,4.0,6.0,-2.35,302.0
1.0,4.0,5.0,30.01,178.0
-1.0,4.0,3.0,-2.35,380.0
1.0,4.0,5.0,2.35,274.0
1.0,4.0,6.0,-8.15,340.0
1.0,4.0,5.0,8.15,312.0
1.0,4.0,7.0,-8.15,320.0
1.0,4.0,5.0,-2.35,170.0
-1.0,4.0,5.0,2.35,226.0
1.0,4.0,6.0,8.15,286.0
1.0,4.0,6.0,30.01,214.0
1.0,4.0,8.0,2.35,240.0
1.0,4.0,7.0,-8.15,284.0
-1.0,4.0,6.0,-8.15,340.0
1.0,4.0,5.0,-8.15,260.0
1.0,4.0,5.0,8.15,168.0
1.0,4.0,4.0,-8.15,226.0
1.0,4.0,7.0,8.15,292.0
1.0,4.0,7.0,-8.15,294.0
1.0,4.0,7.0,30.01,210.0
-1.0,4.0,6.0,-2.35,246.0
-1.0,4.0,4.0,-8.15,434.0
1.0,4.0,5.0,-8.15,260.0
1.0,4.0,5.0,2.35,322.0
-1.0,4.0,6.0,-2.35,262.0
1.0,4.0,3.0,-2.35,370.0
1.0,4.0,6.0,8.15,220.0
1.0,4.0,7.0,2.35,254.0
1.0,4.0,6.0,2.35,216.0
1.0,4.0,8.0,30.01,192.0
-1.0,4.0,6.0,-2.35,300.0
1.0,4.0,5.0,8.15,354.0
1.0,4.0,4.0,8.15,258.0
1.0,4.0,4.0,-2.35,206.0
1.0,4.0,5.0,2.35,310.0
1.0,4.0,8.0,-30.01,206.0
1.0,4.0,8.0,-30.01,184.0
1.0,4.0,5.0,-2.35,220.0
1.0,4.0,5.0,8.15,220.0
1.0,4.0,7.0,30.01,196.0
1.0,4.0,7.0,-30.01,190.0
-1.0,4.0,6.0,2.35,232.0
1.0,4.0,4.0,-2.35,258.0
1.0,4.0,6.0,-30.01,188.0
1.0,4.0,9.0,-2.35,250.0
1.0,4.0,6.0,-8.15,190.0
1.0,4.0,6.0,8.15,276.0
-1.0,4.0,6.0,-2.35,364.0
-1.0,4.0,6.0,-2.35,232.0
1.0,4.0,7.0,-8.15,244.0
-1.0,4.0,4.0,2.35,298.0
1.0,4.0,3.0,-8.15,472.0
1.0,4.0,4.0,2.35,328.0
1.0,4.0,6.0,2.35,236.0
1.0,4.0,4.0,8.15,402.0
1.0,4.0,4.0,-2.35,264.0
1.0,4.0,9.0,-30.01,132.0
1.0,4.0,6.0,-8.15,184.0
1.0,4.0,4.0,8.15,162.0
-1.0,4.0,5.0,2.35,354.0
1.0,4.0,6.0,-30.01,142.0
1.0,4.0,6.0,-2.35,206.0
1.0,4.0,7.0,2.35,254.0
1.0,4.0,7.0,30.01,190.0
1.0,4.0,7.0,30.01,170.0
1.0,4.0,7.0,30.01,146.0
1.0,4.0,6.0,30.01,120.0
1.0,4.0,5.0,-2.35,422.0
1.0,4.0,6.0,8.15,246.0
1.0,4.0,5.0,-8.15,470.0
1.0,4.0,7.0,-2.35,198.0
1.0,4.0,5.0,8.15,280.0
1.0,4.0,3.0,8.15,212.0
1.0,4.0,6.0,30.01,142.0
-1.0,4.0,4.0,2.35,348.0
1.0,4.0,8.0,-30.01,260.0
