Name,Run,Session,Trial,AngleValue,Rt1,Resp1,Acc,PreviousTrialR,PreviousTrialCoh
1,2,1,120,-0.2,0.54028,1,1.0,-1.0,0.2
1,2,1,121,-0.2,0.613637,1,1.0,1.0,-0.2
1,2,1,122,-0.8,0.52444,1,1.0,1.0,-0.2
1,2,1,123,0.5,0.622469,0,1.0,1.0,-0.8
1,2,1,124,-0.8,0.476452,1,1.0,1.0,0.5
1,2,1,125,-0.2,0.680567,1,1.0,1.0,-0.8
1,2,1,126,-0.2,0.59665,1,1.0,1.0,-0.2
1,2,1,127,0.8,0.484069,0,1.0,1.0,-0.2
1,2,1,128,-1.6,0.471323,1,1.0,1.0,0.8
1,2,2,1,0.2,0.597451,0,1.0,0.0,-100.0
1,2,2,2,0.8,0.412054,0,1.0,1.0,0.2
1,2,2,3,-0.2,0.56255,0,-1.0,1.0,0.8
1,2,2,4,0.8,0.395303,0,1.0,-1.0,-0.2
1,2,2,5,-1.6,0.482987,1,1.0,1.0,0.8
1,2,2,6,0.2,0.438246,0,1.0,1.0,-1.6
1,2,2,7,0.5,0.499531,0,1.0,1.0,0.2
1,2,2,8,-0.5,0.382224,0,-1.0,1.0,0.5
1,2,2,9,0.8,0.430232,0,1.0,-1.0,-0.5
1,2,2,10,0.5,0.476402,0,1.0,1.0,0.8
1,2,2,11,0.5,0.400496,0,1.0,1.0,0.5
1,2,2,12,-0.2,0.407039,1,1.0,1.0,0.5
1,2,2,13,0.5,0.44596,0,1.0,1.0,-0.2
1,2,2,14,-0.5,0.435355,0,-1.0,1.0,0.5
1,2,2,15,-0.8,0.480526,1,1.0,-1.0,-0.5
1,2,2,16,-0.5,0.500544,0,-1.0,1.0,-0.8
1,2,2,17,-0.2,0.639498,0,-1.0,-1.0,-0.5
1,2,2,18,0.5,0.428782,0,1.0,-1.0,-0.2
1,2,2,19,-0.5,0.434892,1,1.0,1.0,0.5
1,2,2,20,-0.2,0.608267,0,-1.0,1.0,-0.5
1,2,2,21,0.5,0.518826,0,1.0,-1.0,-0.2
1,2,2,22,0.2,0.473071,0,1.0,1.0,0.5
1,2,2,23,1.6,0.389087,0,1.0,1.0,0.2
1,2,2,24,-0.8,0.436405,1,1.0,1.0,1.6
1,2,2,25,0.5,0.45008,0,1.0,1.0,-0.8
1,2,2,26,0.2,0.470636,0,1.0,1.0,0.5
1,2,2,27,-0.5,0.538559,1,1.0,1.0,0.2
1,2,2,28,-0.2,0.627988,0,-1.0,1.0,-0.5
1,2,2,29,-0.5,0.562037,1,1.0,-1.0,-0.2
1,2,2,30,0.2,0.466842,0,1.0,1.0,-0.5
1,2,2,31,0.5,0.454959,0,1.0,1.0,0.2
1,2,2,32,-0.8,0.563483,1,1.0,1.0,0.5
1,2,2,33,0.5,0.428235,0,1.0,1.0,-0.8
1,2,2,34,0.5,0.410341,0,1.0,1.0,0.5
1,2,2,35,-0.5,0.513106,0,-1.0,1.0,0.5
1,2,2,36,-0.2,0.587752,0,-1.0,-1.0,-0.5
1,2,2,37,-0.2,0.531027,1,1.0,-1.0,-0.2
1,2,2,38,0.2,0.589343,0,1.0,1.0,-0.2
1,2,2,39,0.2,0.46061,0,1.0,1.0,0.2
1,2,2,40,0.5,0.609422,1,-1.0,1.0,0.2
1,2,2,41,-0.5,0.575952,1,1.0,-1.0,0.5
1,2,2,42,-0.2,0.623998,1,1.0,1.0,-0.5
1,2,2,43,0.8,0.614278,0,1.0,1.0,-0.2
1,2,2,44,-0.2,0.588861,0,-1.0,1.0,0.8
1,2,2,45,0.5,0.444332,0,1.0,-1.0,-0.2
1,2,2,46,-0.5,0.521543,1,1.0,1.0,0.5
1,2,2,47,0.2,0.491664,0,1.0,1.0,-0.5
1,2,2,48,0.2,0.471195,0,1.0,1.0,0.2
1,2,2,49,0.8,0.475168,0,1.0,1.0,0.2
1,2,2,50,-1.6,0.679012,1,1.0,1.0,0.8
1,2,2,51,-0.2,0.675343,0,-1.0,1.0,-1.6
1,2,2,52,-0.2,0.607545,0,-1.0,-1.0,-0.2
1,2,2,53,-1.6,0.462036,1,1.0,-1.0,-0.2
1,2,2,54,0.8,0.546845,0,1.0,1.0,-1.6
1,2,2,55,0.5,0.564118,0,1.0,1.0,0.8
1,2,2,56,-0.2,0.564758,1,1.0,1.0,0.5
1,2,2,57,0.5,0.605668,0,1.0,1.0,-0.2
1,2,2,58,-0.8,0.564325,1,1.0,1.0,0.5
1,2,2,59,0.2,0.629106,0,1.0,1.0,-0.8
1,2,2,60,-0.5,0.571127,1,1.0,1.0,0.2
1,2,2,61,-0.2,0.659294,1,1.0,1.0,-0.5
1,2,2,62,0.5,0.488086,0,1.0,1.0,-0.2
1,2,2,63,-0.8,0.619317,1,1.0,1.0,0.5
1,2,2,64,-0.5,0.473399,0,-1.0,1.0,-0.8
1,2,2,65,-0.2,0.58959,0,-1.0,-1.0,-0.5
1,2,2,66,-0.5,0.540866,1,1.0,-1.0,-0.2
1,2,2,67,0.5,0.52628,0,1.0,1.0,-0.5
1,2,2,68,1.6,0.440351,0,1.0,1.0,0.5
1,2,2,69,-0.8,0.573557,1,1.0,1.0,1.6
1,2,2,70,-0.5,0.500719,0,-1.0,1.0,-0.8
1,2,2,71,0.2,0.544544,0,1.0,-1.0,-0.5
1,2,2,72,-0.5,0.417796,0,-1.0,1.0,0.2
1,2,2,73,1.6,0.423902,0,1.0,-1.0,-0.5
1,2,2,74,1.6,0.502134,0,1.0,1.0,1.6
1,2,2,75,0.2,0.552625,0,1.0,1.0,1.6
1,2,2,76,0.5,0.41755,0,1.0,1.0,0.2
1,2,2,77,-0.2,0.527594,0,-1.0,1.0,0.5
1,2,2,78,0.2,0.481521,0,1.0,-1.0,-0.2
1,2,2,79,1.6,0.413755,0,1.0,1.0,0.2
1,2,2,80,-0.2,0.468274,0,-1.0,1.0,1.6
1,2,2,81,0.8,0.464475,0,1.0,-1.0,-0.2
1,2,2,82,0.2,0.485169,1,-1.0,1.0,0.8
1,2,2,83,-0.2,0.568371,1,1.0,-1.0,0.2
1,2,2,84,0.2,0.496608,0,1.0,1.0,-0.2
1,2,2,85,0.8,0.531993,0,1.0,1.0,0.2
1,2,2,86,-0.8,0.549341,1,1.0,1.0,0.8
1,2,2,87,-0.5,0.518072,1,1.0,1.0,-0.8
1,2,2,88,1.6,0.512062,0,1.0,1.0,-0.5
1,2,2,89,-0.2,0.562701,1,1.0,1.0,1.6
1,2,2,90,0.2,0.531566,0,1.0,1.0,-0.2
1,2,2,91,0.8,0.549617,0,1.0,1.0,0.2
1,2,2,92,1.6,0.446432,0,1.0,1.0,0.8
1,2,2,93,0.2,0.747787,0,1.0,1.0,1.6
1,2,2,94,-0.8,0.661073,1,1.0,1.0,0.2
1,2,2,95,-1.6,0.529965,1,1.0,1.0,-0.8
1,2,2,96,0.2,0.491855,0,1.0,1.0,-1.6
1,2,2,97,-0.2,0.503211,1,1.0,1.0,0.2
1,2,2,98,0.8,0.465894,0,1.0,1.0,-0.2
1,2,2,99,0.2,0.68611,0,1.0,1.0,0.8
1,2,2,100,0.2,0.545412,0,1.0,1.0,0.2
1,2,2,101,-0.2,0.490835,0,-1.0,1.0,0.2
1,2,2,102,-0.5,0.710201,0,-1.0,-1.0,-0.2
1,2,2,103,0.8,0.440982,0,1.0,-1.0,-0.5
1,2,2,104,-0.2,0.734358,0,-1.0,1.0,0.8
1,2,2,105,-1.6,0.503596,1,1.0,-1.0,-0.2
1,2,2,107,-0.2,0.543951,1,1.0,0.0,0.2
1,2,2,108,-1.6,0.529249,1,1.0,1.0,-0.2
1,2,2,109,0.8,0.483358,0,1.0,1.0,-1.6
1,2,2,110,-0.5,0.550483,1,1.0,1.0,0.8
1,2,2,111,-0.8,0.431494,0,-1.0,1.0,-0.5
1,2,2,112,-0.8,0.733523,1,1.0,-1.0,-0.8
1,2,2,113,-0.5,0.526862,1,1.0,1.0,-0.8
1,2,2,114,-0.8,0.520878,1,1.0,1.0,-0.5
1,2,2,115,0.2,0.475035,1,-1.0,1.0,-0.8
1,2,2,116,-1.6,0.423002,1,1.0,-1.0,0.2
1,2,2,117,-0.5,0.525148,0,-1.0,1.0,-1.6
1,2,2,118,-0.5,0.511088,0,-1.0,-1.0,-0.5
1,2,2,119,0.5,0.490042,0,1.0,-1.0,-0.5
1,2,2,120,-0.2,0.565341,0,-1.0,1.0,0.5
1,2,2,121,0.2,0.445975,0,1.0,-1.0,-0.2
1,2,2,122,0.2,0.643479,0,1.0,1.0,0.2
1,2,2,123,0.5,0.656895,0,1.0,1.0,0.2
1,2,2,124,-0.8,0.469605,1,1.0,1.0,0.5
1,2,2,125,1.6,0.409471,0,1.0,1.0,-0.8
1,2,2,126,0.5,0.416273,0,1.0,1.0,1.6
1,2,2,127,-1.6,0.510268,1,1.0,1.0,0.5
1,2,2,128,-0.2,0.505031,1,1.0,1.0,-1.6
1,3,2,1,0.2,0.806398,1,-1.0,0.0,-100.0
1,3,2,2,-0.8,0.668946,1,1.0,-1.0,0.2
1,3,2,3,-0.2,0.537193,0,-1.0,1.0,-0.8
1,3,2,4,-0.2,0.45847,0,-1.0,-1.0,-0.2
1,3,2,5,-0.2,0.456193,0,-1.0,-1.0,-0.2
1,3,2,6,-0.2,0.475979,0,-1.0,-1.0,-0.2
1,3,2,7,-0.2,0.551947,0,-1.0,-1.0,-0.2
1,3,2,8,0.5,0.401058,0,1.0,-1.0,-0.2
1,3,2,9,-0.2,0.535541,0,-1.0,1.0,0.5
1,3,2,10,0.2,0.456739,0,1.0,-1.0,-0.2
1,3,2,11,-0.2,0.693503,0,-1.0,1.0,0.2
1,3,2,12,0.2,0.408961,0,1.0,-1.0,-0.2
1,3,2,13,0.8,0.36065,0,1.0,1.0,0.2
1,3,2,14,0.2,0.528338,0,1.0,1.0,0.8
1,3,2,15,0.8,0.466541,0,1.0,1.0,0.2
1,3,2,16,-0.5,0.750651,0,-1.0,1.0,0.8
1,3,2,17,0.8,0.552277,0,1.0,-1.0,-0.5
1,3,2,18,-0.8,0.744638,1,1.0,1.0,0.8
1,3,2,19,-0.2,0.577515,1,1.0,1.0,-0.8
1,3,2,20,-1.6,0.449332,1,1.0,1.0,-0.2
1,3,2,21,0.5,0.494989,0,1.0,1.0,-1.6
1,3,2,22,-0.5,0.48963,1,1.0,1.0,0.5
1,3,2,23,-0.5,0.421765,0,-1.0,1.0,-0.5
1,3,2,24,-0.5,0.402989,1,1.0,-1.0,-0.5
1,3,2,25,0.2,0.425686,0,1.0,1.0,-0.5
1,3,2,26,-0.5,0.599806,1,1.0,1.0,0.2
1,3,2,27,-0.2,0.510582,0,-1.0,1.0,-0.5
1,3,2,28,0.5,0.513368,0,1.0,-1.0,-0.2
1,3,2,29,-0.2,0.571969,0,-1.0,1.0,0.5
1,3,2,30,0.8,0.452087,0,1.0,-1.0,-0.2
1,3,2,31,-1.6,0.488985,1,1.0,1.0,0.8
1,3,2,32,-0.2,0.412162,0,-1.0,1.0,-1.6
1,3,2,33,0.2,0.555143,0,1.0,-1.0,-0.2
1,3,2,34,0.2,0.419484,0,1.0,1.0,0.2
1,3,2,35,0.5,0.386433,0,1.0,1.0,0.2
1,3,2,36,-0.8,0.400956,0,-1.0,1.0,0.5
1,3,2,37,-0.2,0.424534,0,-1.0,-1.0,-0.8
1,3,2,38,-1.6,0.421759,0,-1.0,-1.0,-0.2
1,3,2,39,1.6,0.44415,0,1.0,-1.0,-1.6
1,3,2,40,0.5,0.417291,0,1.0,1.0,1.6
1,3,2,41,0.5,0.408113,0,1.0,1.0,0.5
1,3,2,42,-0.8,0.485993,1,1.0,1.0,0.5
1,3,2,43,-0.2,0.449316,0,-1.0,1.0,-0.8
1,3,2,44,-0.8,0.477987,1,1.0,-1.0,-0.2
1,3,2,45,-0.2,0.379,0,-1.0,1.0,-0.8
1,3,2,46,0.5,0.530297,0,1.0,-1.0,-0.2
1,3,2,47,0.2,0.445032,0,1.0,1.0,0.5
1,3,2,48,0.2,0.385696,0,1.0,1.0,0.2
1,3,2,49,0.2,0.465683,0,1.0,1.0,0.2
1,3,2,50,0.2,0.41383,0,1.0,1.0,0.2
1,3,2,51,0.5,0.380517,0,1.0,1.0,0.2
1,3,2,52,0.2,0.412689,0,1.0,1.0,0.5
1,3,2,53,-0.5,0.411708,0,-1.0,1.0,0.2
1,3,2,54,0.2,0.506093,0,1.0,-1.0,-0.5
1,3,2,55,-0.5,0.421621,0,-1.0,1.0,0.2
1,3,2,56,0.8,0.410951,0,1.0,-1.0,-0.5
1,3,2,57,-0.8,0.378059,0,-1.0,1.0,0.8
1,3,2,58,-0.2,0.361448,0,-1.0,-1.0,-0.8
1,3,2,59,0.2,0.370225,0,1.0,-1.0,-0.2
1,3,2,60,-0.2,0.634142,0,-1.0,1.0,0.2
1,3,2,61,0.5,0.256308,0,1.0,-1.0,-0.2
1,3,2,62,0.2,0.332406,0,1.0,1.0,0.5
1,3,2,63,-0.5,0.421786,0,-1.0,1.0,0.2
1,3,2,64,0.2,0.363793,0,1.0,-1.0,-0.5
1,3,2,65,-0.8,0.324652,0,-1.0,1.0,0.2
1,3,2,66,0.2,0.367287,0,1.0,-1.0,-0.8
1,3,2,67,0.2,0.406573,0,1.0,1.0,0.2
1,3,2,68,-0.5,0.365506,0,-1.0,1.0,0.2
1,3,2,69,-0.5,0.374393,0,-1.0,-1.0,-0.5
1,3,2,70,-0.5,0.382213,0,-1.0,-1.0,-0.5
1,3,2,71,-0.8,0.366217,0,-1.0,-1.0,-0.5
1,3,2,73,1.6,0.431764,0,1.0,0.0,-0.5
1,3,2,74,-1.6,0.468329,1,1.0,1.0,1.6
1,3,2,75,1.6,0.352357,0,1.0,1.0,-1.6
1,3,2,76,-1.6,0.385005,1,1.0,1.0,1.6
1,3,2,77,1.6,0.337297,0,1.0,1.0,-1.6
1,3,2,78,-0.2,0.52188,0,-1.0,1.0,1.6
1,3,2,79,0.2,0.540804,1,-1.0,-1.0,-0.2
1,3,2,80,0.8,0.389861,0,1.0,-1.0,0.2
1,3,2,81,0.8,0.677,1,-1.0,1.0,0.8
1,3,2,82,-0.5,0.609414,1,1.0,-1.0,0.8
1,3,2,83,0.2,0.43955,0,1.0,1.0,-0.5
1,3,2,84,1.6,0.532978,0,1.0,1.0,0.2
1,3,2,85,1.6,0.375188,0,1.0,1.0,1.6
1,3,2,86,-0.8,0.470671,1,1.0,1.0,1.6
1,3,2,87,-0.5,0.267357,0,-1.0,1.0,-0.8
1,3,2,88,0.5,0.366498,1,-1.0,-1.0,-0.5
1,3,2,89,-1.6,0.222618,0,-1.0,-1.0,0.5
1,3,2,90,-1.6,0.388502,1,1.0,-1.0,-1.6
1,3,2,91,-0.2,0.30057,0,-1.0,1.0,-1.6
1,3,2,92,0.5,0.358667,1,-1.0,-1.0,-0.2
1,3,2,93,1.6,0.184275,0,1.0,-1.0,0.5
1,3,2,94,-1.6,0.30265,1,1.0,1.0,1.6
1,3,2,95,0.2,0.241652,0,1.0,1.0,-1.6
1,3,2,96,0.5,0.214798,1,-1.0,1.0,0.2
1,3,2,97,0.8,0.254436,0,1.0,-1.0,0.5
1,3,2,98,0.5,0.226327,1,-1.0,1.0,0.8
1,3,2,99,0.8,0.128593,0,1.0,-1.0,0.5
1,3,2,100,0.5,0.266363,1,-1.0,1.0,0.8
1,3,2,101,-0.8,0.118513,0,-1.0,-1.0,0.5
1,3,2,102,-0.2,0.344526,1,1.0,-1.0,-0.8
1,3,2,103,-0.5,0.258464,0,-1.0,1.0,-0.2
1,3,2,104,0.5,0.294633,1,-1.0,-1.0,-0.5
1,3,2,105,0.8,0.154904,0,1.0,-1.0,0.5
1,3,2,106,-0.5,0.258574,1,1.0,1.0,0.8
1,3,2,107,0.8,0.216319,0,1.0,1.0,-0.5
1,3,2,108,-0.2,0.214051,1,1.0,1.0,0.8
1,3,2,109,-0.2,0.25315,0,-1.0,1.0,-0.2
1,3,2,110,-0.5,0.344784,1,1.0,-1.0,-0.2
1,3,2,111,0.8,0.379194,0,1.0,1.0,-0.5
1,3,2,112,0.5,0.562304,1,-1.0,1.0,0.8
1,3,2,113,-0.2,0.571855,0,-1.0,-1.0,0.5
1,3,2,114,0.2,0.610938,1,-1.0,-1.0,-0.2
1,3,2,115,1.6,0.393909,0,1.0,-1.0,0.2
1,3,2,116,-0.5,0.425135,1,1.0,1.0,1.6
1,3,2,117,-0.5,0.279202,0,-1.0,1.0,-0.5
1,3,2,118,0.2,0.411359,1,-1.0,-1.0,-0.5
1,3,2,119,0.5,0.290038,0,1.0,-1.0,0.2
1,3,2,120,0.5,0.43849,1,-1.0,1.0,0.5
1,3,2,121,-0.2,0.306671,0,-1.0,-1.0,0.5
1,3,2,122,-0.8,0.357532,1,1.0,-1.0,-0.2
1,3,2,123,-0.8,0.270286,0,-1.0,1.0,-0.8
1,3,2,124,-0.2,0.346136,1,1.0,-1.0,-0.8
1,3,2,125,0.5,0.32372,0,1.0,1.0,-0.2
1,3,2,126,-0.5,0.429717,1,1.0,1.0,0.5
1,3,2,127,0.5,0.291885,0,1.0,1.0,-0.5
1,3,2,128,0.2,0.542985,1,-1.0,1.0,0.5
1,1,3,1,-0.5,0.790654,1,1.0,0.0,-100.0
1,1,3,2,0.8,0.398017,0,1.0,1.0,-0.5
1,1,3,3,1.6,0.421082,0,1.0,1.0,0.8
1,1,3,4,-0.2,0.427234,1,1.0,1.0,1.6
1,1,3,5,-0.8,0.705117,1,1.0,1.0,-0.2
1,1,3,6,-0.5,0.47601,1,1.0,1.0,-0.8
1,1,3,7,-0.2,0.576107,1,1.0,1.0,-0.5
1,1,3,8,0.2,0.480038,0,1.0,1.0,-0.2
1,1,3,9,-0.5,0.508033,1,1.0,1.0,0.2
1,1,3,10,0.2,0.406899,0,1.0,1.0,-0.5
1,1,3,11,0.5,0.517596,1,-1.0,1.0,0.2
1,1,3,12,-0.5,0.543605,1,1.0,-1.0,0.5
1,1,3,13,-0.8,0.473014,1,1.0,1.0,-0.5
1,1,3,14,-0.5,0.413311,0,-1.0,1.0,-0.8
1,1,3,15,-0.2,0.627711,0,-1.0,-1.0,-0.5
1,1,3,16,-0.2,0.529656,1,1.0,-1.0,-0.2
1,1,3,17,0.2,0.811945,1,-1.0,1.0,-0.2
1,1,3,18,-0.8,0.426591,1,1.0,-1.0,0.2
1,1,3,19,-0.5,0.440715,1,1.0,1.0,-0.8
1,1,3,20,0.5,0.438285,0,1.0,1.0,-0.5
1,1,3,21,-1.6,0.451331,1,1.0,1.0,0.5
1,1,3,22,0.8,0.480268,0,1.0,1.0,-1.6
1,1,3,23,0.5,0.540273,0,1.0,1.0,0.8
1,1,3,24,-0.2,0.5736,0,-1.0,1.0,0.5
1,1,3,25,0.2,0.461768,0,1.0,-1.0,-0.2
1,1,3,26,-0.5,0.586562,0,-1.0,1.0,0.2
1,1,3,27,-0.2,0.505829,0,-1.0,-1.0,-0.5
1,1,3,28,1.6,0.50062,0,1.0,-1.0,-0.2
1,1,3,30,0.2,0.513362,0,1.0,0.0,0.2
1,1,3,31,-0.5,0.46819,0,-1.0,1.0,0.2
1,1,3,32,-0.2,0.552123,1,1.0,-1.0,-0.5
1,1,3,33,0.2,0.472699,0,1.0,1.0,-0.2
1,1,3,34,0.2,0.588929,0,1.0,1.0,0.2
1,1,3,35,-0.2,0.412229,0,-1.0,1.0,0.2
1,1,3,36,-0.2,0.706834,1,1.0,-1.0,-0.2
1,1,3,37,1.6,0.453625,0,1.0,1.0,-0.2
1,1,3,38,-1.6,0.482414,1,1.0,1.0,1.6
1,1,3,39,0.8,0.581887,0,1.0,1.0,-1.6
1,1,3,40,0.8,0.437151,0,1.0,1.0,0.8
1,1,3,41,0.5,0.434541,0,1.0,1.0,0.8
1,1,3,42,-0.8,0.616018,0,-1.0,1.0,0.5
1,1,3,43,-0.5,0.669914,1,1.0,-1.0,-0.8
1,1,3,44,-0.2,0.530044,0,-1.0,1.0,-0.5
1,1,3,45,0.5,0.884215,0,1.0,-1.0,-0.2
